row_label_raw,row_label_full,col_0,Nhà cửa VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Dụng cụ văn phòng VND,Tổng cộng VND,numeric__Nhà cửa VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Dụng cụ văn phòng VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,10.546.797.195,87.740.736,8.062.570.909,2.582.343.198,21.279.452.038,10546797195.0,87740736.0,8062570909.0,2582343198.0,21279452038.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,754.545.455,2.883.440.000,155.504.091,3.793.489.546,,754545455.0,2883440000.0,155504091.0,3793489546.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,-,-,(658.996.000),-,(658.996.000),,,-658996000.0,,-658996000.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,10.546.797.195,842.286.191,10.287.014.909,2.737.847.289,24.413.945.584,10546797195.0,842286191.0,10287014909.0,2737847289.0,24413945584.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,10.142.663.050,87.740.736,8.062.570.909,2.045.124.424,20.338.099.119,10142663050.0,87740736.0,8062570909.0,2045124424.0,20338099119.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,256.900.356,6.085.044,210.333.001,222.976.598,696.294.999,256900356.0,6085044.0,210333001.0,222976598.0,696294999.0
Thanh lý trong năm,Giá trị hao mòn lũy kế > Thanh lý trong năm,Thanh lý trong năm,-,-,(658.996.000),-,(658.996.000),,,-658996000.0,,-658996000.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,10.399.563.406,93.825.780,7.613.907.910,2.268.101.022,20.375.398.118,10399563406.0,93825780.0,7613907910.0,2268101022.0,20375398118.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,404.134.145,-,-,537.218.774,941.352.919,404134145.0,,,537218774.0,941352919.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,147.233.789,748.460.411,2.673.106.999,469.746.267,4.038.547.466,147233789.0,748460411.0,2673106999.0,469746267.0,4038547466.0
