row_label_raw,row_label_full,col_0,2023 triệu đồng,2022 triệu đồng,numeric__2023 triệu đồng,numeric__2022 triệu đồng
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,409.307,455.346,409307.0,455346.0
Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,(4.798),(7.553),-4798.0,-7553.0
Điều chỉnh tăng lợi nhuận tính thuế:,Điều chỉnh tăng lợi nhuận tính thuế:,Điều chỉnh tăng lợi nhuận tính thuế:,3.007,5.079,3007.0,5079.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,3.007,3.626,3007.0,3626.0
- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ tại thời điểm cuối năm,- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ tại thời điểm cuối năm,- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ tại thời điểm cuối năm,-,1.453,,1453.0
Điều chỉnh giảm lợi nhuận tính thuế:,Điều chỉnh giảm lợi nhuận tính thuế:,Điều chỉnh giảm lợi nhuận tính thuế:,(7.805),(12.632),-7805.0,-12632.0
- Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,- Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,- Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,(6.255),(11.117),-6255.0,-11117.0
- Lỗ chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,- Lỗ chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,- Lỗ chênh lệch tỷ giá chưa thực hiện cuối năm trước thực hiện trong năm nay,(1.453),(1.515),-1453.0,-1515.0
- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ tại thời điểm cuối năm,- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ tại thời điểm cuối năm,- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ tại thời điểm cuối năm,(97),-,-97.0,
Tổng lợi nhuận chịu thuế,Tổng lợi nhuận chịu thuế,Tổng lợi nhuận chịu thuế,404.509,447.793,404509.0,447793.0
Thuế suất,Thuế suất,Thuế suất,20%,20%,0.2,0.2
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,80.902,89.559,80902.0,89559.0
Điều chỉnh thuế TNDN năm trước vào năm nay,Điều chỉnh thuế TNDN năm trước vào năm nay,Điều chỉnh thuế TNDN năm trước vào năm nay,26,-,26.0,
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,80.928,89.559,80928.0,89559.0
Thuế TNDN còn phải trả đầu năm,Thuế TNDN còn phải trả đầu năm,Thuế TNDN còn phải trả đầu năm,69.559,51.047,69559.0,51047.0
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(79.585),(71.047),-79585.0,-71047.0
Thuế TNDN còn phải nộp,Thuế TNDN còn phải nộp,Thuế TNDN còn phải nộp,70.902,69.559,70902.0,69559.0
