row_label_raw,row_label_full,col_0,Thuyết minh,2023 triệu đồng,2022 triệu đồng,numeric__Thuyết minh,numeric__2023 triệu đồng,numeric__2022 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,22,3.993.619,2.666.756,22.0,3993619.0,2666756.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,23,(3.284.594),(1.747.554),23.0,-3284594.0,-1747554.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,709.025,919.202,,709025.0,919202.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,53.319,130.443,,53319.0,130443.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(50.096),(114.354),,-50096.0,-114354.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,24,3.223,16.089,24.0,3223.0,16089.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,25,(86.500),(38.740),25.0,-86500.0,-38740.0
Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,26,315.721,(78.518),26.0,315721.0,-78518.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,50.424,294.918,,50424.0,294918.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(465),(71.484),,-465.0,-71484.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,28,49.959,223.434,28.0,49959.0,223434.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",27,102.255,102.599,27.0,102255.0,102599.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,1.093.683,1.144.066,,1093683.0,1144066.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,29,(297.004),(327.238),29.0,-297004.0,-327238.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,796.679,816.828,,796679.0,816828.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,30,(387.372),(361.482),30.0,-387372.0,-361482.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,409.307,455.346,,409307.0,455346.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,20,(80.928),(89.559),20.0,-80928.0,-89559.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(80.928),(89.559),,-80928.0,-89559.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,328.379,365.787,,328379.0,365787.0
LÃI CƠ BẢN TRÊN CỔ PHIÉU (ĐỒNG/CỔ PHIÉU),LÃI CƠ BẢN TRÊN CỔ PHIÉU (ĐỒNG/CỔ PHIÉU),LÃI CƠ BẢN TRÊN CỔ PHIÉU (ĐỒNG/CỔ PHIÉU),21.3,849,1.011,213.0,849.0,1011.0
