row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2023 triệu đồng,31/12/2022 triệu đồng,numeric__Thuyết minh,numeric__31/12/2023 triệu đồng,numeric__31/12/2022 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,1.546,2.633,5.0,1546.0,2633.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,1.304.924,1.178.325,6.0,1304924.0,1178325.0
Tiền gửi và cho vay các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,7,9.956.408,9.883.853,7.0,9956408.0,9883853.0
Tiền gửi tại các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,7.1,9.035.288,9.883.853,71.0,9035288.0,9883853.0
Cho vay các tổ chức tín dụng khác,TÀI SẢN > Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,7.2,921.120,-,72.0,921120.0,
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,116.840,-,8.0,116840.0,
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,33.092.777,23.956.552,,33092777.0,23956552.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,33.553.388,24.352.548,9.0,33553388.0,24352548.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10,(460.611),(395.996),10.0,-460611.0,-395996.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,11,1.560.097,2.005.084,11.0,1560097.0,2005084.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,11.1,1.664.741,2.061.694,111.0,1664741.0,2061694.0
Dự phòng giảm giá chứng khoán đầu tư,TÀI SẢN > Dự phòng giảm giá chứng khoán đầu tư,Dự phòng giảm giá chứng khoán đầu tư,11.2,(104.644),(56.610),112.0,-104644.0,-56610.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",12,997.591,450.432,12.0,997591.0,450432.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,1.006.177,454.206,,1006177.0,454206.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(8.586),(3.774),,-8586.0,-3774.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,13,75.862,81.882,13.0,75862.0,81882.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,13.1,28.468,30.426,131.0,28468.0,30426.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,108.382,106.377,,108382.0,106377.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(79.914),(75.951),,-79914.0,-75951.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,13.2,47.394,51.456,132.0,47394.0,51456.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,96.377,92.421,,96377.0,92421.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(48.983),(40.965),,-48983.0,-40965.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,14,2.115.086,4.639.160,14.0,2115086.0,4639160.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,14.1,545.571,3.716.004,141.0,545571.0,3716004.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",14.2,1.683.350,971.182,142.0,1683350.0,971182.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,14.3,76.863,139.900,143.0,76863.0,139900.0
Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,,,,,,
Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản > Có nội bằng khác,Có nội bằng khác,14.4,(190.698),(187.926),144.0,-190698.0,-187926.0
TỔNG TÀI SẢN,Các khoản dự phòng rủi ro cho các tài sản > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,49.221.131,42.197.921,,49221131.0,42197921.0
