row_label_raw,row_label_full,col_0,Dự phòng giảm giá triệu đồng,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng giảm giá triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,52.351,2.033,2.226,56.610,52351.0,2033.0,2226.0,56610.0
Số dự phòng trích lập/(hoàn nhập) trong năm,Số dự phòng trích lập/(hoàn nhập) trong năm,Số dự phòng trích lập/(hoàn nhập) trong năm,52.173,(1.913),(2.226),48.034,52173.0,-1913.0,-2226.0,48034.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,104.524,120,-,104.644,104524.0,120.0,,104644.0
