row_label_raw,row_label_full,col_0,Thuyết minh,2023 triệu đồng,2022 triệu đồng,numeric__Thuyết minh,numeric__2023 triệu đồng,numeric__2022 triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,3.265.191,2.256.675,,3265191.0,2256675.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(2.791.885),(1.457.389),,-2791885.0,-1457389.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,19.483,20.875,,19483.0,20875.0
"Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh chứng khoán, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh chứng khoán, ngoại tệ","Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh chứng khoán, ngoại tệ",,277.255,(96.462),,277255.0,-96462.0
Thu nhập/(chi phí) khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập/(chi phí) khác,Thu nhập/(chi phí) khác,,42.815,(37.410),,42815.0,-37410.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro",28,7.144,260.844,28.0,7144.0,260844.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(241.750),(318.647),,-241750.0,-318647.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,20,(79.585),(71.047),20.0,-79585.0,-71047.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,498.668,557.439,,498668.0,557439.0
Những thay đổi về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(6.053.784),(4.762.870),,-6053784.0,-4762870.0
Giảm các khoản tiền gửi và cho vay TCTD khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản tiền gửi và cho vay TCTD khác,Giảm các khoản tiền gửi và cho vay TCTD khác,,-,2.904.450,,,2904450.0
Giảm các khoản về kinh doanh chứng khoán,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản về kinh doanh chứng khoán,Giảm các khoản về kinh doanh chứng khoán,,396.953,1.590.176,,396953.0,1590176.0
Tăng các công cụ tài chính phải sinh và các TSTC khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các công cụ tài chính phải sinh và các TSTC khác,Tăng các công cụ tài chính phải sinh và các TSTC khác,,(116.840),-,,-116840.0,
Tăng các khoản cho vay khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(9.200.840),(7.502.594),,-9200840.0,-7502594.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản","10,11",(370.421),(186.248),10.11,-370421.0,-186248.0
Giảm/(Tăng) khác về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(Tăng) khác về tài sản hoạt động,Giảm/(Tăng) khác về tài sản hoạt động,,3.237.364,(1.568.654),,3237364.0,-1568654.0
Những thay đổi về nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,2.332.651,9.145.769,,2332651.0,9145769.0
(Giảm)/Tăng các khoản tiền gửi và vay các tổ chức tín dụng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/Tăng các khoản tiền gửi và vay các tổ chức tín dụng,(Giảm)/Tăng các khoản tiền gửi và vay các tổ chức tín dụng,,(4.151.129),3.595.660,,-4151129.0,3595660.0
Giảm tiền gửi của khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm tiền gửi của khách hàng,Giảm tiền gửi của khách hàng,,(1.134.795),(401.635),,-1134795.0,-401635.0
Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),,7.167.000,4.194.000,,7167000.0,4194000.0
"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,595.067,1.720.112,,595067.0,1720112.0
(Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,(13.371),13.371,,-13371.0,13371.0
(Giảm)/Tăng khác về công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/Tăng khác về công nợ hoạt động,(Giảm)/Tăng khác về công nợ hoạt động,,(40.162),32.170,,-40162.0,32170.0
Chi từ các quỹ của TCTD,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ các quỹ của TCTD,Chi từ các quỹ của TCTD,,(89.959),(7.909),,-89959.0,-7909.0
