row_label_raw,row_label_full,col_0,31/12/2023triệu đồng,31/12/2022triệu đồng,numeric__31/12/2023triệu đồng,numeric__31/12/2022triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,878.490,788.444,878490.0,788444.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,202.176,253.453,202176.0,253453.0
Chứng khoán Nợ của các TCTD khác trong nước,Chứng khoán Nợ của các TCTD khác trong nước,Chứng khoán Nợ của các TCTD khác trong nước,460.314,263.991,460314.0,263991.0
Chứng khoán Nợ của các TCKT trong nước,Chứng khoán Nợ của các TCKT trong nước,Chứng khoán Nợ của các TCKT trong nước,16.000,271.000,16000.0,271000.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,200.000,-,200000.0,
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,786.251,1.273.250,786251.0,1273250.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,786.251,1.273.250,786251.0,1273250.0
,,,1.664.741,2.061.694,1664741.0,2061694.0
Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng đề bán,Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng đề bán,Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng đề bán,(104.644),(56.610),-104644.0,-56610.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,(2.226),,-2226.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(120),(2.033),-120.0,-2033.0
Dự phòng rủi ro giảm giá,Dự phòng rủi ro giảm giá,Dự phòng rủi ro giảm giá,(104.524),(52.351),-104524.0,-52351.0
,,,1.560.097,2.005.084,1560097.0,2005084.0
