row_label_raw,row_label_full,col_0,31/12/2023 triệu đồng,31/12/2022 triệu đồng,numeric__31/12/2023 triệu đồng,numeric__31/12/2022 triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,33.234,45.522,33234.0,45522.0
Phải trả cho nhân viên,Phải trả cho nhân viên,Phải trả cho nhân viên,9.067,21.042,9067.0,21042.0
"Phải trả về Quỹ khen thưởng, phúc lợi","Phải trả về Quỹ khen thưởng, phúc lợi","Phải trả về Quỹ khen thưởng, phúc lợi",24.167,24.480,24167.0,24480.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,170.521,211.642,170521.0,211642.0
Thuế TNDN phải trả (Thuyết minh số 20),Thuế TNDN phải trả (Thuyết minh số 20),Thuế TNDN phải trả (Thuyết minh số 20),70.902,69.559,70902.0,69559.0
Thuế và các khoản phải nộp khác (Thuyết minh số 20),Thuế và các khoản phải nộp khác (Thuyết minh số 20),Thuế và các khoản phải nộp khác (Thuyết minh số 20),1.312,2.463,1312.0,2463.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,22.773,25.075,22773.0,25075.0
Các khoản chờ thanh toán – nghiệp vụ tín dụng,Các khoản chờ thanh toán – nghiệp vụ tín dụng,Các khoản chờ thanh toán – nghiệp vụ tín dụng,63.209,30.677,63209.0,30677.0
Các khoản chờ thanh toán – nghiệp vụ đầu tư,Các khoản chờ thanh toán – nghiệp vụ đầu tư,Các khoản chờ thanh toán – nghiệp vụ đầu tư,2.903,11.986,2903.0,11986.0
Chi phí trích trước,Chi phí trích trước,Chi phí trích trước,2.956,10.172,2956.0,10172.0
Phải trả Nhà cung cấp,Phải trả Nhà cung cấp,Phải trả Nhà cung cấp,5.152,38.219,5152.0,38219.0
"Phải trả cho các đối tác thu hộ, chi hộ","Phải trả cho các đối tác thu hộ, chi hộ","Phải trả cho các đối tác thu hộ, chi hộ",172,16.380,172.0,16380.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,1.142,7.111,1142.0,7111.0
,,,203.755,257.164,203755.0,257164.0
