row_label_raw,row_label_full,Tăng vốn điều lệ,col_1,3.882.405,-,numeric__col_1,numeric__3.882.405,numeric__-
"Cổ tức trả cổ đông, lợi nhuận đã chia","Cổ tức trả cổ đông, lợi nhuận đã chia","Cổ tức trả cổ đông, lợi nhuận đã chia",,(2.302),(1.653),,-2302.0,-1653.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,3.880.103,(1.653),,3880103.0,-1653.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,198.067,5.570.880,,198067.0,5570880.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,31,11.064.811,5.493.931,31.0,11064811.0,5493931.0
Điều chỉnh ảnh hưởng của thay đổi tỷ giá,Điều chỉnh ảnh hưởng của thay đổi tỷ giá,Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,-,-,,,
Tiền và các khoản tương đương tiền cuối năm,Điều chỉnh ảnh hưởng của thay đổi tỷ giá > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,31,11.262.878,11.064.811,31.0,11262878.0,11064811.0
