row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1 - 3,
Báo cáo của Ban Điều hành,Thông tin chung > Báo cáo của Ban Điều hành,Báo cáo của Ban Điều hành,4,4.0
Báo cáo kiểm toán báo cáo tài chính,Báo cáo kiểm toán báo cáo tài chính,Báo cáo kiểm toán báo cáo tài chính,5 - 6,
Báo cáo tình hình tài chính,Báo cáo tình hình tài chính,Báo cáo tình hình tài chính,7 - 9,
Báo cáo kết quả hoạt động,Báo cáo tình hình tài chính > Báo cáo kết quả hoạt động,Báo cáo kết quả hoạt động,10,10.0
Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,11 - 12,
Thuyết minh báo cáo tài chính,Thuyết minh báo cáo tài chính,Thuyết minh báo cáo tài chính,13 - 61,
