row_label_raw,row_label_full,col_0,31/12/2023triệu đồng,31/12/2022triệu đồng,numeric__31/12/2023triệu đồng,numeric__31/12/2022triệu đồng
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,15.696.000,8.429.000,15696000.0,8429000.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,3.449.000,1.079.000,3449000.0,1079000.0
Bằng VND,Bằng VND,Bằng VND,3.449.000,1.079.000,3449000.0,1079000.0
Từ 12 tháng đến 5 năm,Từ 12 tháng đến 5 năm,Từ 12 tháng đến 5 năm,12.247.000,7.350.000,12247000.0,7350000.0
Bằng VND,Bằng VND,Bằng VND,12.247.000,7.350.000,12247000.0,7350000.0
Trái phiếu,Trái phiếu,Trái phiếu,1.725.000,1.825.000,1725000.0,1825000.0
Từ 12 tháng đến 5 năm,Từ 12 tháng đến 5 năm,Từ 12 tháng đến 5 năm,-,100.000,,100000.0
Bằng VND,Bằng VND,Bằng VND,-,100.000,,100000.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,1.725.000,1.725.000,1725000.0,1725000.0
Bằng VND,Bằng VND,Bằng VND,1.725.000,1.725.000,1725000.0,1725000.0
,,,17.421.000,10.254.000,17421000.0,10254000.0
