row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,1/1/2019Triệu VND,numeric__31/12/2019Triệu VND,numeric__1/1/2019Triệu VND
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Phải trả ngắn hạn khác > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,-,3.883,,3883.0
Công ty Cổ phần Vinhomes,Phải trả ngắn hạn khác > Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,8.279,-,8279.0,
Phải trả các công ty liên quan khác,Phải trả ngắn hạn khác > Phải trả các công ty liên quan khác,Phải trả các công ty liên quan khác,15.119,2.111,15119.0,2111.0
,,,23.398,5.994,23398.0,5994.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Phải trả dài hạn khác > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,-,27.299,,27299.0
Công ty Cổ phần Vinpearl,Phải trả dài hạn khác > Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,182.310,-,182310.0,
Công ty TNHH MTV Vínschool,Phải trả dài hạn khác > Công ty TNHH MTV Vínschool,Công ty TNHH MTV Vínschool,4.247,7.054,4247.0,7054.0
Phải trả các công ty liên quan khác,Phải trả dài hạn khác > Phải trả các công ty liên quan khác,Phải trả các công ty liên quan khác,10.206,22.862,10206.0,22862.0
,,,196.763,57.215,196763.0,57215.0
