row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2019Triệu VND,2018Triệu VND,,
Công ty TNHH Đầu tư và Phát triển Gia Lâm,Công ty TNHH Đầu tư và Phát triển Gia Lâm,Công ty TNHH Đầu tư và Phát triển Gia Lâm,Công ty TNHH Đầu tư và Phát triển Gia Lâm,Công ty TNHH Đầu tư và Phát triển Gia Lâm,,
Bán hàng hóa và dịch vụ,Công ty TNHH Đầu tư và Phát triển Gia Lâm > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,158.075,-,158075.0,
Đặt cọc cho mục đích đầu tư,Công ty TNHH Đầu tư và Phát triển Gia Lâm > Đặt cọc cho mục đích đầu tư,Đặt cọc cho mục đích đầu tư,98.000,-,98000.0,
Lãi đặt cọc phải thu,Công ty TNHH Đầu tư và Phát triển Gia Lâm > Lãi đặt cọc phải thu,Lãi đặt cọc phải thu,9.451,-,9451.0,
Công ty TNHH Phát triển Công viên Trung tâm,Công ty TNHH Phát triển Công viên Trung tâm,Công ty TNHH Phát triển Công viên Trung tâm,Công ty TNHH Phát triển Công viên Trung tâm,Công ty TNHH Phát triển Công viên Trung tâm,,
Nhận chuyển nhượng tài sản,Công ty TNHH Phát triển Công viên Trung tâm > Nhận chuyển nhượng tài sản,Nhận chuyển nhượng tài sản,239.581,-,239581.0,
Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,,
Đặt cọc cho mục đích đầu tư,Công ty Cổ phần Phát triển Thành phố Xanh > Đặt cọc cho mục đích đầu tư,Đặt cọc cho mục đích đầu tư,1.020.000,-,1020000.0,
Thu hồi đặt cọc cho mục đích đầu tư,Công ty Cổ phần Phát triển Thành phố Xanh > Thu hồi đặt cọc cho mục đích đầu tư,Thu hồi đặt cọc cho mục đích đầu tư,800.000,-,800000.0,
Lãi đặt cọc phải thu,Công ty Cổ phần Phát triển Thành phố Xanh > Lãi đặt cọc phải thu,Lãi đặt cọc phải thu,90.989,8.403,90989.0,8403.0
Thành viên Hội đồng Quản trị và Ban giám đốc,Thành viên Hội đồng Quản trị và Ban giám đốc,Thành viên Hội đồng Quản trị và Ban giám đốc,Thành viên Hội đồng Quản trị và Ban giám đốc,Thành viên Hội đồng Quản trị và Ban giám đốc,,
Tiền lương và thương,Thành viên Hội đồng Quản trị và Ban giám đốc > Tiền lương và thương,Tiền lương và thương,28.064,25.581,28064.0,25581.0
