row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019Triệu VND,1/1/2019Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019Triệu VND,numeric__1/1/2019Triệu VND
VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,26.953.507,28.509.281,400.0,,26953507.0,28509281.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,28,26.953.507,28.509.281,410.0,28.0,26953507.0,28509281.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,29,23.288.184,23.288.184,411.0,29.0,23288184.0,23288184.0
- Cổ phiếu phổ thông có quyềnbiêu quyết,- Cổ phiếu phổ thông có quyềnbiêu quyết,- Cổ phiếu phổ thông có quyềnbiêu quyết,411a,,23.288.184,23.288.184,,,23288184.0,23288184.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,46.983,46.983,412.0,,46983.0,46983.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,415,,(1.954.258),,415.0,,-1954258.0,
Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,420,,(53.420),(58.420),420.0,,-53420.0,-58420.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,5.592.148,5.190.927,421.0,,5592148.0,5190927.0
- LNST chưa phân phối lũy kế đếncuối năm trước,- LNST chưa phân phối lũy kế đếncuối năm trước,- LNST chưa phân phối lũy kế đếncuối năm trước,421a,,2.740.668,2.786.541,,,2740668.0,2786541.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,2.851.480,2.404.386,,,2851480.0,2404386.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,33.870,41.607,429.0,,33870.0,41607.0
TỔNG NGUỐN VỐN(440 = 300 + 400),TỔNG NGUỐN VỐN(440 = 300 + 400),TỔNG NGUỐN VỐN(440 = 300 + 400),440,,35.838.690,38.683.683,440.0,,35838690.0,38683683.0
