row_label_raw,row_label_full,col_0,Chi phíthuế mặt bằngTriệu VND,Chi phísửa chữa lớnTriệu VND,"Công cụ,dụng cụTriệu VND",Tiền thuê đấttrả trướcTriệu VND,Chi phí hoa hồngmôi giớiTriệu VND,Thu nhậpcam kếtTriệu VND,KhácTriệu VND,TổngTriệu VND,numeric__Chi phíthuế mặt bằngTriệu VND,numeric__Chi phísửa chữa lớnTriệu VND,"numeric__Công cụ,dụng cụTriệu VND",numeric__Tiền thuê đấttrả trướcTriệu VND,numeric__Chi phí hoa hồngmôi giớiTriệu VND,numeric__Thu nhậpcam kếtTriệu VND,numeric__KhácTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,268.105,91.450,31.198,2.668,11.092,174.654,14.212,593.379,268105.0,91450.0,31198.0,2668.0,11092.0,174654.0,14212.0,593379.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,46.781,23.702,2.115,38.463,743,-,111.804,,46781.0,23702.0,2115.0,38463.0,743.0,,111804.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(10.054),(28.613),(18.768),(98),(29.728),(60.599),(2.611),(150.471),-10054.0,-28613.0,-18768.0,-98.0,-29728.0,-60599.0,-2611.0,-150471.0
Phân loại lại,Phân loại lại,Phân loại lại,-,1.411,-,-,-,-,(1.411),-,,1411.0,,,,,-1411.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,258.051,111.029,36.132,4.685,19.827,114.798,10.190,554.712,258051.0,111029.0,36132.0,4685.0,19827.0,114798.0,10190.0,554712.0
