row_label_raw,row_label_full,col_0,Total contract value (at foreign exchange rate at contract date) VND,(at foreign exchange rate as at 31 December 2025) Assets/(Liabilities) VND,numeric__Total contract value (at foreign exchange rate at contract date) VND,numeric__(at foreign exchange rate as at 31 December 2025) Assets/(Liabilities) VND
Currency derivatives,Currency derivatives,Currency derivatives,Currency derivatives,Currency derivatives,,
Forward currency contracts,Forward currency contracts,Forward currency contracts,"9,161,749,855,000","(26,821,575,000)",,
Swap currency contracts,Swap currency contracts,Swap currency contracts,"88,573,966,010,450","198,713,002,773",,
Cross-currency interest rate swap,Cross-currency interest rate swap,Cross-currency interest rate swap,"2,294,857,836,066","(83,414,850,740)",,
,,,"100,030,573,701,516","88,476,577,033",,
As at 31 December 2024,As at 31 December 2024,As at 31 December 2024,As at 31 December 2024,As at 31 December 2024,,
,,,Total contract value (at foreign exchange rate at contract date) VND,Total carrying value (at foreign exchange rate as at 31 December 2024) Assets/(Liabilities) VND,,
Currency derivatives,Currency derivatives,Currency derivatives,Currency derivatives,Currency derivatives,,
Forward currency contracts,Forward currency contracts,Forward currency contracts,"115,214,689,592","332,672,156",,
Swap currency contracts,Swap currency contracts,Swap currency contracts,"68,222,986,950,000","(309,670,330,000)",,
Cross-currency interest rate swap,Cross-currency interest rate swap,Cross-currency interest rate swap,"1,226,000,000,000","(46,925,000,000)",,
,,,"69,564,201,639,592","(356,262,657,844)",,
