row_label_raw,row_label_full,col_0,31/12/2025%/năm,31/12/2024%/năm,numeric__31/12/2025%/năm,numeric__31/12/2024%/năm
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD",,
▪ Bằng VND,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD > ▪ Bằng VND",▪ Bằng VND,"3,76 - 4,72","3,48",,3.48
▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,"0,75 - 6,05","6,53 - 7,16",,
