row_label_raw,row_label_full,01,Mua sắm tài sản cố định,(532.727.159.322),(278.200.437.406),numeric__Mua sắm tài sản cố định,numeric__(532.727.159.322),numeric__(278.200.437.406)
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",42.126.099.818,33.994.594.858,,42126099818.0,33994594858.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",(500.000.000.000),-,,-500000000000.0,
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",518.337.114,1.072.015.796,,518337114.0,1072015796.0
