row_label_raw,row_label_full,Group,Group_1,Overdue status,numeric__Group_1,numeric__Overdue status
1,1,1,Current debts,"(a) Current debts being assessed as fully and timely recoverable, both principal and interest; or(b) Debts being overdue for less than 10 days and being assessed as fully recoverable, both overdue principal and interest, and fully and timely recoverable, both remaining principal and interest; or(c) Debts classified into Group 1 as meeting criteria to be classified into a group with lower level of risk.",,
2,2,2,Special-mentioned debts,"(a) Debts overdue up to 90 days, except those specified in point (b) of Current debts and those classified into a group with higher level of risk as prescribed; or(b) Debts rescheduled for the first time and repaid on schedule, except those meeting criteria to be classified into a group with lower level of risk and those classified into a group with higher level of risk as prescribed; or(c) Debts classified into Group 2 as meeting criteria to be classified into a group with lower level of risk or debts classified into a group with higher level of risk as prescribed.",,
3,3,3,Sub-standard debts,"(a) Debts overdue between 91 days and 180 days, except those classified into a group with higher level of risk as prescribed; or(b) Debts extended for the first time and repaid on schedule, except those meeting criteria to be classified into a group with lower level of risk and those classified into a group with higher level of risk as prescribed; or(c) Debts having interest exempted or reduced because customers are not able to pay the interest in full according to credit contracts, except those classified into a group with higher level of risk as prescribed; or",,
