row_label_raw,row_label_full,col_0,31/12/2025%/năm,31/12/2024%/năm,numeric__31/12/2025%/năm,numeric__31/12/2024%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"5,80 - 9,50","3,80 - 5,30",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"4,05 - 4,15","4,40 - 5,05",,
Cho vay bằng VND,Tiền gửi có kỳ hạn bằng ngoại tệ > Cho vay bằng VND,Cho vay bằng VND,"0,00","4,40 - 4,50",0.0,
