row_label_raw,row_label_full,col_0,Supplement capital reserve VND,Financial reserve VND,Other reserves VND,Total VND,numeric__Supplement capital reserve VND,numeric__Financial reserve VND,numeric__Other reserves VND,numeric__Total VND
Balance at 1 January 2025,Balance at 1 January 2025,Balance at 1 January 2025,"662,488,211,467","2,560,763,862,811","374,056,888","3,223,626,131,166",,,,
Utilised in the year,Utilised in the year,Utilised in the year,"(662,488,211,467)",-,-,"(662,488,211,467)",,,,
Appropriation for the year,Appropriation for the year,Appropriation for the year,"400,886,654,887","360,797,989,398",-,"761,684,644,285",,,,
Balance at 31 December 2025,Balance at 31 December 2025,Balance at 31 December 2025,"400,886,654,887","2,921,561,852,209","374,056,888","3,322,822,563,984",,,,
Balance at 1 January 2024,Balance at 1 January 2024,Balance at 1 January 2024,"345,053,408,131","2,243,329,059,475","374,056,888","2,588,756,524,494",,,,
Appropriation for the year,Appropriation for the year,Appropriation for the year,"317,434,803,336","317,434,803,336",-,"634,869,606,672",,,,
Balance at 31 December 2024,Balance at 31 December 2024,Balance at 31 December 2024,"662,488,211,467","2,560,763,862,811","374,056,888","3,223,626,131,166",,,,
