row_label_raw,row_label_full,Vay Ngân hàng Nhà nước Việt Nam,31/12/2025VND > Vay Ngân hàng Nhà nước Việt Nam,31/12/2024VND > Vay Ngân hàng Nhà nước Việt Nam,numeric__31/12/2025VND > Vay Ngân hàng Nhà nước Việt Nam,numeric__31/12/2024VND > Vay Ngân hàng Nhà nước Việt Nam
"▪ Vay chiết khấu, tái chiết khấu giấy tờ có giá (“GTCG”)","▪ Vay chiết khấu, tái chiết khấu giấy tờ có giá (“GTCG”)","▪ Vay chiết khấu, tái chiết khấu giấy tờ có giá (“GTCG”)",6.928.146.944.971,3.393.187.130.601,6928146944971.0,3393187130601.0
▪ Vay theo hồ sơ tín dụng,▪ Vay theo hồ sơ tín dụng,▪ Vay theo hồ sơ tín dụng,55.107.215.927,76.348.421.538,55107215927.0,76348421538.0
▪ Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước,▪ Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước,▪ Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước,919.363.880.000,-,919363880000.0,
,,,7.902.618.040.898,3.469.535.552.139,7902618040898.0,3469535552139.0
