row_label_raw,row_label_full,col_0,31/12/2025VND,31/12/2024VND,numeric__31/12/2025VND,numeric__31/12/2024VND
Group 1 – Current debts,Group 1 – Current debts,Group 1 – Current debts,"188,542,923,451,264","160,039,885,864,687",,
Group 2 – Special mentioned debts,Group 2 – Special mentioned debts,Group 2 – Special mentioned debts,"3,475,821,455,543","3,933,969,784,987",,
Group 3 – Sub-standard debts,Group 3 – Sub-standard debts,Group 3 – Sub-standard debts,"797,210,239,597","1,075,776,805,310",,
Group 4 – Doubtful debts,Group 4 – Doubtful debts,Group 4 – Doubtful debts,"1,715,658,267,794","1,710,943,603,143",,
Group 5 – Loss debts,Group 5 – Loss debts,Group 5 – Loss debts,"3,832,608,212,238","2,621,403,037,774",,
Debts pending for settlement secured by foreclosed assets and unsettled debts with collaterals,Debts pending for settlement secured by foreclosed assets and unsettled debts with collaterals,Debts pending for settlement secured by foreclosed assets and unsettled debts with collaterals,"400,724,200,374","1,462,490,542,762",,
,,,"198,764,945,826,810","170,844,469,638,663",,
Analysis of loans by terms is as follows:,Analysis of loans by terms is as follows:,Analysis of loans by terms is as follows:,Analysis of loans by terms is as follows:,Analysis of loans by terms is as follows:,,
,,,31/12/2025VND,31/12/2024VND,,
Short-term loans,Short-term loans,Short-term loans,"52,861,916,920,020","49,564,199,330,061",,
Medium-term loans,Medium-term loans,Medium-term loans,"54,011,401,601,074","34,385,606,526,892",,
Long-term loans,Long-term loans,Long-term loans,"91,891,627,305,716","86,894,663,781,710",,
,,,"198,764,945,826,810","170,844,469,638,663",,
Analysis of loans by currency is as follows:,Analysis of loans by currency is as follows:,Analysis of loans by currency is as follows:,Analysis of loans by currency is as follows:,Analysis of loans by currency is as follows:,,
,,,31/12/2025VND,31/12/2024VND,,
In VND,In VND,In VND,"197,144,958,204,291","170,134,777,810,018",,
In foreign currencies,In foreign currencies,In foreign currencies,"1,619,987,622,519","709,691,828,645",,
,,,"198,764,945,826,810","170,844,469,638,663",,
