row_label_raw,row_label_full,Giấy phép/Quyết định,Giấy phép/Quyết định_1,Giấy phép/Quyết định_2,numeric__Giấy phép/Quyết định_1,numeric__Giấy phép/Quyết định_2
Thành lập và Hoạt động số,Thành lập và Hoạt động số,Thành lập và Hoạt động số,0061/NH-GP1810/QĐ-QLGS53151/QĐ-NHNN,ngày 13 tháng 4 năm 1996ngày 31 tháng 7 năm 2025ngày 16 tháng 9 năm 2025,,
Thành lập và Hoạt động số,Thành lập và Hoạt động số,Thành lập và Hoạt động số,Ngân hàng được thành lập và hoạt động theo Giấy phép số 0061/NH-GP do Ngân hàng Nhà nước Việt Nam cấp có thời hạn 99 năm kể từ ngày 13 tháng 4 năm 1996. Giấy phép Thành lập và Hoạt động đã được điều chỉnh và lần điều chỉnh gần nhất là Quyết định số 3151/QĐ-NHNN do Ngân hàng Nhà nước Việt Nam cấp.,Ngân hàng được thành lập và hoạt động theo Giấy phép số 0061/NH-GP do Ngân hàng Nhà nước Việt Nam cấp có thời hạn 99 năm kể từ ngày 13 tháng 4 năm 1996. Giấy phép Thành lập và Hoạt động đã được điều chỉnh và lần điều chỉnh gần nhất là Quyết định số 3151/QĐ-NHNN do Ngân hàng Nhà nước Việt Nam cấp.,,
Giấy Chứng nhận Đăng kýKinh doanh/Doanh nghiệp số,Thành lập và Hoạt động số > Giấy Chứng nhận Đăng kýKinh doanh/Doanh nghiệp số,Giấy Chứng nhận Đăng kýKinh doanh/Doanh nghiệp số,0300852005,ngày 10 tháng 5 năm 1996,300852005.0,
Giấy Chứng nhận Đăng kýKinh doanh/Doanh nghiệp số,Giấy Chứng nhận Đăng kýKinh doanh/Doanh nghiệp số,Giấy Chứng nhận Đăng kýKinh doanh/Doanh nghiệp số,Giấy Chứng nhận Đăng ký Kinh doanh của Ngân hàng đã được điều chỉnh nhiều lần và lần điều chỉnh gần nhất là Giấy Chứng nhận Đăng ký Doanh nghiệp số 0300852005 ngày 8 tháng 12 năm 2023. Giấy Chứng nhận Đăng ký Kinh doanh đầu tiên và các giấy chứng nhận điều chỉnh do Sở Kế hoạch và Đầu tư Thành phố Hồ Chí Minh cấp.,Giấy Chứng nhận Đăng ký Kinh doanh của Ngân hàng đã được điều chỉnh nhiều lần và lần điều chỉnh gần nhất là Giấy Chứng nhận Đăng ký Doanh nghiệp số 0300852005 ngày 8 tháng 12 năm 2023. Giấy Chứng nhận Đăng ký Kinh doanh đầu tiên và các giấy chứng nhận điều chỉnh do Sở Kế hoạch và Đầu tư Thành phố Hồ Chí Minh cấp.,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trịnh Văn TuấnÔng Yoshizawa ToshikiBà Trịnh Thị Mai AnhÔng Ngô Hà BắcÔng Phan TrungÔng Segawa MitsuhiroÔng Dương Kỳ HiệpÔng Kato ShinÔng Nguyễn Đình TùngÔng Pham Tri NguyenÔng Bùi Minh Đức,Chủ tịchThành viênThành viênThành viênThành viên(đん ngày 22 tháng 4 năm 2025)Thành viên độc lập(đん ngày 22 tháng 4 năm 2025)Thành viên(đん ngày 22 tháng 4 năm 2025)Thành viên(đん ngày 22 tháng 4 năm 2025)Thành viên độc lập(đん ngày 22 tháng 4 năm 2025)Thành viên độc lập(đん ngày 22 tháng 4 năm 2025),,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Đặng Thị Thanh HuyềnBà Nguyễn Thị Thúy MinhBà Đặng Thị QuýÔng Phạm Quang VinhÔng Nguyễn Văn HảiÔng Nguyễn Trọng Hải,Trường Ban(đん ngày 22 tháng 4 năm 2025)Trường Ban(đん ngày 22 tháng 4 năm 2025)Thành viênThành viênThành viên(đん ngày 22 tháng 4 năm 2025)Thành viên(đん ngày 22 tháng 4 năm 2025),,
