row_label_raw,row_label_full,24,33.923.296.519.945,31.670.877.161.743,numeric__33.923.296.519.945,numeric__31.670.877.161.743
,,,26.630.522.840.000,24.711.163.507.348,26630522840000.0,24711163507348.0
,,,26.630.522.840.000,24.657.891.520.000,26630522840000.0,24657891520000.0
,,,-,53.271.987.348,,53271987348.0
,,,3.322.822.563.984,3.223.626.131.166,3322822563984.0,3223626131166.0
,,,3.969.951.115.961,3.736.087.523.229,3969951115961.0,3736087523229.0
