row_label_raw,row_label_full,col_0,col_1,Note,2025VND,2024VND,numeric__col_1,numeric__Note,numeric__2025VND,numeric__2024VND
XI,XI,XI,Profit before tax(brought forward from the previous page),,"5,020,879,089,061","4,007,183,943,470",,,,
7,7,7,Corporate income tax expense – current,,"(1,021,167,314,180)","(832,835,910,112)",,,,
8,8,8,Corporate income tax benefit – deferred,,"9,154,773,987",-,,,,
XII,8 > XII,XII,Corporate income tax expense,33,"(1,012,012,540,193)","(832,835,910,112)",,33.0,,
XIII,XIII,XIII,Profit after tax,,"4,008,866,548,868","3,174,348,033,358",,,,
