row_label_raw,row_label_full,09,Giảm các khoản tiền gửi tại và cho vay các tổ chức tín dụng (“TCTD”) khác,93.921.500.000,1.392.653.034.449,numeric__Giảm các khoản tiền gửi tại và cho vay các tổ chức tín dụng (“TCTD”) khác,numeric__93.921.500.000,numeric__1.392.653.034.449
10,10,10,Tăng các khoản về kinh doanh chứng khoán,(4.483.658.033.187),(12.304.212.806.941),,-4483658033187.0,-12304212806941.0
11,11,11,(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(88.476.577.033),41.473.565.365,,-88476577033.0,41473565365.0
12,12,12,Tăng các khoản cho vay khách hàng,(28.391.431.348.807),(28.166.325.747.460),,-28391431348807.0,-28166325747460.0
13,13,13,"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tồn thất",(1.347.325.581.584),(2.176.894.900.043),,-1347325581584.0,-2176894900043.0
14,14,14,Giảm khác về tài sản hoạt động,1.248.473.186.237,460.207.767.667,,1248473186237.0,460207767667.0
,,,Những thay đổi về công nợ hoạt động,,,,,
15,15,15,Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,4.433.082.488.759,3.375.141.098.577,,4433082488759.0,3375141098577.0
16,16,16,Tăng tiền gửi và vay các TCTD khác,9.801.346.546.177,13.968.416.009.731,,9801346546177.0,13968416009731.0
17,17,17,Tăng tiền gửi của khách hàng,8.072.851.379.417,16.514.331.125.266,,8072851379417.0,16514331125266.0
18,18,18,Tăng phát hành giấy tờ có giá,20.659.787.500.000,6.202.387.500.000,,20659787500000.0,6202387500000.0
19,19,19,"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",316.195.945.445,1.583.888.255.582,,316195945445.0,1583888255582.0
20,20,20,(Giảm)/tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(356.262.657.844),356.262.657.844,,-356262657844.0,356262657844.0
21,21,21,Tăng/(giảm) khác về công nợ hoạt động,684.382.882.575,(2.149.501.435.329),,684382882575.0,-2149501435329.0
22,22,22,Chi từ các quỹ của TCTD,(5.543.000.000),(10.462.000.000),,-5543000000.0,-10462000000.0
