row_label_raw,row_label_full,Year ended 31 December2025,Opening balance,Opening balance_1,Movements during the year,Movements during the year_1,Closing balance,Closing balance_1,numeric__Opening balance,numeric__Opening balance_1,numeric__Movements during the year,numeric__Movements during the year_1,numeric__Closing balance,numeric__Closing balance_1
Year ended 31 December2025,Year ended 31 December2025,Year ended 31 December2025,PayablesVND,ReceivablesVND,IncurredVND,PaidVND,PayablesVND,ReceivablesVND,,,,,,
Value added tax,Value added tax,Value added tax,"42,237,381,703","37,519,473,103","119,311,141,499","(80,859,297,792)","57,301,882,662","14,132,130,355",,,,,,
Corporate income tax,Corporate income tax,Corporate income tax,"302,807,704,094","4,708,169,662","1,021,167,314,180","(700,499,000,773)","618,767,847,839",-,,,,,,
Personal income tax,Personal income tax,Personal income tax,"12,028,527,912",-,"210,366,249,400","(209,492,874,654)","12,901,902,658",-,,,,,,
Foreign contractor tax,Foreign contractor tax,Foreign contractor tax,"1,223,395,104",-,"15,598,968,806","(14,849,961,293)","1,972,402,617",-,,,,,,
Land and housing tax,Land and housing tax,Land and housing tax,-,-,"489,731,807","(489,731,807)",-,-,,,,,,
Other taxes,Other taxes,Other taxes,-,-,"176,000,000","(176,000,000)",-,-,,,,,,
,,,"358,297,008,813","42,227,642,765","1,367,109,405,692","(1,006,366,866,319)","690,944,035,776","14,132,130,355",,,,,,
Year ended 31 December2024,Year ended 31 December2024,Year ended 31 December2024,Opening balance,Opening balance,Movements during the year,Movements during the year,Closing balance,Closing balance,,,,,,
Year ended 31 December2024,Year ended 31 December2024,Year ended 31 December2024,PayablesVND,ReceivablesVND,IncurredVND,PaidVND,PayablesVND,ReceivablesVND,,,,,,
Value added tax,Value added tax,Value added tax,"68,546,123,446",-,"92,321,316,594","(156,149,531,440)","42,237,381,703","37,519,473,103",,,,,,
Corporate income tax,Corporate income tax,Corporate income tax,"318,076,067,522",-,"832,835,910,112","(852,812,443,202)","302,807,704,094","4,708,169,662",,,,,,
Personal income tax,Personal income tax,Personal income tax,"9,859,315,404",-,"161,742,195,591","(159,572,983,083)","12,028,527,912",-,,,,,,
Foreign contractor tax,Foreign contractor tax,Foreign contractor tax,"1,026,320,497",-,"13,522,706,070","(13,325,631,463)","1,223,395,104",-,,,,,,
Land and housing tax,Land and housing tax,Land and housing tax,-,-,"732,287,023","(732,287,023)",-,-,,,,,,
Other taxes,Other taxes,Other taxes,-,-,"171,000,000","(171,000,000)",-,-,,,,,,
,,,"397,507,826,869",-,"1,101,325,415,390","(1,182,763,876,211)","358,297,008,813","42,227,642,765",,,,,,
