row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận sau thuế Tăng/(giảm) VND,numeric__Ảnh hưởng đến lợi nhuận sau thuế Tăng/(giảm) VND
Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2025,
USD (yếu đi 3%),Ngày 31 tháng 12 năm 2025 > USD (yếu đi 3%),USD (yếu đi 3%),(66.061.367.587),-66061367587.0
USD (mạnh lên 3%),Ngày 31 tháng 12 năm 2025 > USD (mạnh lên 3%),USD (mạnh lên 3%),66.061.367.587,66061367587.0
Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,
USD (yếu đi 3%),Ngày 31 tháng 12 năm 2024 > USD (yếu đi 3%),USD (yếu đi 3%),(5.759.104.262),-5759104262.0
USD (mạnh lên 3%),Ngày 31 tháng 12 năm 2024 > USD (mạnh lên 3%),USD (mạnh lên 3%),5.759.104.262,5759104262.0
