row_label_raw,row_label_full,col_0,2025VND,2024VND,numeric__2025VND,numeric__2024VND
Fees and commission income,Fees and commission income,Fees and commission income,Fees and commission income,Fees and commission income,,
Account management and card usage services,Account management and card usage services,Account management and card usage services,"325,599,087,422","259,230,684,430",,
Insurance linkage services,Insurance linkage services,Insurance linkage services,"310,866,230,684","142,293,350,559",,
Consulting services,Consulting services,Consulting services,"180,604,286,650","373,139,811,914",,
Insurance agency services,Insurance agency services,Insurance agency services,"133,790,987,539","51,533,382,505",,
Card services,Card services,Card services,"100,792,990,609","105,731,231,234",,
Settlement services,Settlement services,Settlement services,"78,953,430,109","69,975,322,323",,
Wealth management services,Wealth management services,Wealth management services,"19,618,649,090","1,687,961,818",,
Treasury services,Treasury services,Treasury services,"1,651,159,686","1,429,274,311",,
Other services,Other services,Other services,"83,837,834,845","68,442,771,546",,
,,,"1,235,714,656,634","1,073,463,790,640",,
Fees and commission expenses,Fees and commission expenses,Fees and commission expenses,Fees and commission expenses,Fees and commission expenses,,
Card partner services,Card partner services,Card partner services,"(118,362,164,905)","(82,577,998,451)",,
Affiliate partner services,Affiliate partner services,Affiliate partner services,"(40,649,707,411)","(14,061,492,670)",,
Settlement services,Settlement services,Settlement services,"(20,266,049,652)","(16,300,772,986)",,
Consulting services,Consulting services,Consulting services,"(9,582,284,562)","(8,414,886,227)",,
Agency commission,Agency commission,Agency commission,"(8,993,510,662)","(2,098,543,589)",,
Treasury services,Treasury services,Treasury services,"(7,965,137,996)","(1,104,051,718)",,
Postage and telecommunications services,Postage and telecommunications services,Postage and telecommunications services,"(2,678,152,957)","(1,991,694,822)",,
Other services,Other services,Other services,"(16,520,434,258)","(15,827,493,285)",,
,,,"(225,017,442,403)","(142,376,933,748)",,
Net fees and commission income,Net fees and commission income,Net fees and commission income,"1,010,697,214,231","931,086,856,892",,
