row_label_raw,row_label_full,Vay Ngân hàng Nhà nước Việt Nam,31/12/2019Triệu VND > 3.065.470,31/12/2018Triệu VND > 3.580.863,numeric__31/12/2019Triệu VND > 3.065.470,numeric__31/12/2018Triệu VND > 3.580.863
Vay theo hồ sơ tín dụng,Vay theo hồ sơ tín dụng,Vay theo hồ sơ tín dụng,2.263.278,2.787.812,2263278.0,2787812.0
Vay khác,Vay khác,Vay khác,802.192,793.051,802192.0,793051.0
Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,89.288.604,87.095.730,89288604.0,87095730.0
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,335.832,21.407.768,335832.0,21407768.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,1.087.772,9.687.962,1087772.0,9687962.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,87.865.000,56.000.000,87865000.0,56000000.0
Tiền gửi của Ngân hàng Nhà nước Việt Nam,Tiền gửi của Ngân hàng Nhà nước Việt Nam,Tiền gửi của Ngân hàng Nhà nước Việt Nam,11.732,8.722,11732.0,8722.0
,,,92.365.806,90.685.315,92365806.0,90685315.0
