row_label_raw,row_label_full,col_0,col_1,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,Tổng cộngTriệu VND,numeric__col_1,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__EURTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__Tổng cộngTriệu VND
,,,,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,Tổng cộngTriệu VND,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,
I,Tài sản > I,I,"Tiền mặt, vàng bạc, đá quý",11.080.772,2.017.081,333.168,323.576,13.754.597,,11080772.0,2017081.0,333168.0,323576.0,13754597.0
II,Tài sản > II,II,Tiền gửi tại NHNNVN,31.146.886,3.257.372,-,-,34.404.258,,31146886.0,3257372.0,,,34404258.0
III,Tài sản > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,156.055.153,72.730.217,7.918.732,17.038.991,253.743.093,,156055153.0,72730217.0,7918732.0,17038991.0,253743093.0
IV,Tài sản > IV,IV,Chứng khoán kinh doanh – gộp,449.265,-,-,-,449.265,,449265.0,,,,449265.0
V,Tài sản > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,50.085.609,(49.743.457),3.322,(247.162),98.312,,50085609.0,-49743457.0,3322.0,-247162.0,98312.0
VI,Tài sản > VI,VI,Cho vay khách hàng – gộp,640.759.527,87.851.950,326.393,7.524,728.945.394,,640759527.0,87851950.0,326393.0,7524.0,728945394.0
VII,Tài sản > VII,VII,Chứng khoán đầu tư – gộp,110.037.202,57.925.000,-,-,167.962.202,,110037202.0,57925000.0,,,167962202.0
VIII,Tài sản > VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",5.856.728,-,-,-,5.856.728,,5856728.0,,,,5856728.0
IX,Tài sản > IX,IX,Tài sản cố định,6.350.217,-,-,-,6.350.217,,6350217.0,,,,6350217.0
X,Tài sản > X,X,Tài sản Có khác – gộp,19.855.653,1.512.727,68.592,41.549,21.478.521,,19855653.0,1512727.0,68592.0,41549.0,21478521.0
,,,Tổng tài sản,1.031.677.012,175.550.890,8.650.207,17.164.478,1.233.042.587,,1031677012.0,175550890.0,8650207.0,17164478.0,1233042587.0
,,,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,
I,Tài sản > I,I,Các khoản nợ Chính phủ và NHNNVN và tiền gửi và vay các TCTD khác,123.448.261,23.004.169,3.921.128,14.516.241,164.889.799,,123448261.0,23004169.0,3921128.0,14516241.0,164889799.0
II,Tài sản > II,II,Tiền gửi của khách hàng,774.135.272,147.387.005,4.467.035,2.541.092,928.530.404,,774135272.0,147387005.0,4467035.0,2541092.0,928530404.0
IV,Tài sản > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",20.431,-,-,-,20.431,,20431.0,,,,20431.0
V,Tài sản > V,V,Phát hành giấy tờ có giá,21.370.688,733,-,-,21.371.421,,21370688.0,733.0,,,21371421.0
VI,Tài sản > VI,VI,Các khoản nợ phải trả khác,23.216.887,1.657.890,104.235,96.355,25.075.367,,23216887.0,1657890.0,104235.0,96355.0,25075367.0
,,,Tổng nợ phải trả,942.191.539,172.049.797,8.492.398,17.153.688,1.139.887.422,,942191539.0,172049797.0,8492398.0,17153688.0,1139887422.0
,,,Trạng thái tiền tệ nội bằng,89.485.473,3.501.093,157.809,10.790,93.155.165,,89485473.0,3501093.0,157809.0,10790.0,93155165.0
