row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dư tại ngày1/1/2019Triệu VND > 41.646,Phát sinh trong năm > Số phải nộpTriệu VND > 634.280,Phát sinh trong năm > Số đã nộpTriệu VND > (637.459),Số dư tại ngày 31/12/2019 > Phải trảTriệu VND > 59.670,Số dư tại ngày 31/12/2019 > Ứng trướcTriệu VND > (21.203),Số dư tại ngày 31/12/2019 > Tổng cộngTriệu VND > 38.467,numeric__Số dư tại ngày1/1/2019Triệu VND > 41.646,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 634.280,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (637.459),numeric__Số dư tại ngày 31/12/2019 > Phải trảTriệu VND > 59.670,numeric__Số dư tại ngày 31/12/2019 > Ứng trướcTriệu VND > (21.203),numeric__Số dư tại ngày 31/12/2019 > Tổng cộngTriệu VND > 38.467
Thuế TNDN,Thuế TNDN,Thuế TNDN,1.323.411,4.916.490,(4.753.820),1.486.141,(60),1.486.081,1323411.0,4916490.0,-4753820.0,1486141.0,-60.0,1486081.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,,,,,
- Thuế TNDN của Ngân hàng,Trong đó: > - Thuế TNDN của Ngân hàng,- Thuế TNDN của Ngân hàng,1.323.491,4.916.465,(4.753.815),1.486.141,-,1.486.141,1323491.0,4916465.0,-4753815.0,1486141.0,,1486141.0
- Điều chỉnh thuế các năm trước,Trong đó: > - Điều chỉnh thuế các năm trước,- Điều chỉnh thuế các năm trước,(22),25,(5),-,(2),(2),-22.0,25.0,-5.0,,-2.0,-2.0
- Nghĩa vụ thuế năm 2008 của Vinafico,Trong đó: > - Nghĩa vụ thuế năm 2008 của Vinafico,- Nghĩa vụ thuế năm 2008 của Vinafico,(58),-,-,-,(58),(58),-58.0,,,,-58.0,-58.0
Các loại thuế khác,Trong đó: > Các loại thuế khác,Các loại thuế khác,209.543,1.190.783,(1.224.713),175.615,(2),175.613,209543.0,1190783.0,-1224713.0,175615.0,-2.0,175613.0
Số dư cuối năm,Trong đó: > Số dư cuối năm,Số dư cuối năm,1.574.600,6.741.553,(6.615.992),1.721.426,(21.265),1.700.161,1574600.0,6741553.0,-6615992.0,1721426.0,-21265.0,1700161.0
