row_label_raw,row_label_full,STT,Chỉ tiêu > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2019Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2018Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__Chỉ tiêu > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2019Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2018Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
1,1,1,Bảo lãnh vay vốn,292.563,276.512,,292563.0,276512.0
2,2,2,Cam kết giao dịch hối đoái,91.594.629,61.831.282,,91594629.0,61831282.0
,,,Cam kết mua ngoại tệ,25.775.812,12.471.111,,25775812.0,12471111.0
,,,Cam kết bán ngoại tệ,65.818.817,49.360.171,,65818817.0,49360171.0
4,4,4,Cam kết trong nghiệp vụ thư tín dụng,57.406.598,57.703.713,,57406598.0,57703713.0
5,5,5,Bảo lãnh khác,53.276.574,54.250.031,,53276574.0,54250031.0
6,6,6,Các cam kết khác,288.801,201.313,,288801.0,201313.0
