row_label_raw,row_label_full,col_0,2019Triệu VND,2018Triệu VND,numeric__2019Triệu VND,numeric__2018Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",297.890,249.278,297890.0,249278.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,8.463.750,7.453.017,8463750.0,7453017.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Chi lương và phụ cấp (Thuyết minh 36),Trong đó: > - Chi lương và phụ cấp (Thuyết minh 36),- Chi lương và phụ cấp (Thuyết minh 36),7.619.000,6.711.340,7619000.0,6711340.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,641.050,596.250,641050.0,596250.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,3.856,3.202,3856.0,3202.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,2.781.825,2.419.053,2781825.0,2419053.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Khấu hao tài sản cố định,Trong đó: > - Khấu hao tài sản cố định,- Khấu hao tài sản cố định,772.937,746.606,772937.0,746606.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,3.433.964,2.643.090,3433964.0,2643090.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",578.894,526.591,578894.0,526591.0
Hoàn nhập chi phí dự phòng giảm giá đầu tư dài hạn(Thuyết minh 12(e)),Trong đó: > Hoàn nhập chi phí dự phòng giảm giá đầu tư dài hạn(Thuyết minh 12(e)),Hoàn nhập chi phí dự phòng giảm giá đầu tư dài hạn(Thuyết minh 12(e)),(1.955),(62.192),-1955.0,-62192.0
,,,15.554.368,13.228.837,15554368.0,13228837.0
