row_label_raw,row_label_full,STT,Chỉ tiêu,2019Triệu VND,2018Triệu VND,numeric__Chỉ tiêu,numeric__2019Triệu VND,numeric__2018Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(926.348),(1.103.091),,-926348.0,-1103091.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",9.075,4.113,,9075.0,4113.0
03,03,03,"Tiền chi cho thanh lý, nhượng bán tài sản cố định",(6.315),(1.692),,-6315.0,-1692.0
04,04,04,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(1.820.400),,,-1820400.0
05,05,05,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",96.474,2.628.038,,96474.0,2628038.0
06,06,06,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",135.090,165.434,,135090.0,165434.0
07,07,07,Tiền thu từ cổ tức đã có quyết định từ năm trước,42.989,-,,42989.0,
II,II,II,Lưu chuyển tiền thuần từ hoạt động đầu tư,(649.035),(127.598),,-649035.0,-127598.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,1.111.088,-,,1111088.0,
02,02,02,Thặng dư vốn cổ phần từ phát hành cổ phiếu,4.995.389,-,,4995389.0,
03,03,03,Cổ tức đã trả cho cổ đông,(2.219.483),(2.878.215),,-2219483.0,-2878215.0
III,III,III,Lưu chuyển tiền thuần từ hoạt động tài chính,3.886.994,(2.878.215),,3886994.0,-2878215.0
IV,IV,IV,Lưu chuyển tiền thuần trong năm,28.163.132,(65.479.610),,28163132.0,-65479610.0
V,V,V,Tiền và các khoản tương đương tiềntại thời điểm đầu năm,241.957.254,307.436.864,,241957254.0,307436864.0
VII,VII,VII,Tiền và các khoản tương đương tiềntại thời điểm cuối năm (Thuyết minh 35),270.120.386,241.957.254,,270120386.0,241957254.0
