row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
,,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định và tài sản dài hạn khác,(301.426),(323.910),,-301426.0,-323910.0
02,02,02,Tiền thu từ thanh lý tài sản cố định,5.821,470,,5821.0,470.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",22.709,22.000,,22709.0,22000.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",4.363,2.957,,4363.0,2957.0
II,II,II,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNGĐẦU TƯ,(268.533),(298.483),,-268533.0,-298483.0
II,II,II,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,II > 04,04,Cổ tức đã trả,(118.480),-,,-118480.0,
III,II > III,III,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNGTÀI CHÍNH,(118.480),-,,-118480.0,
IV,II > IV,IV,LU'U CHUYÊN TIỀN THUẦN TRONG NĂM,1.589.897,(1.484.478),,1589897.0,-1484478.0
V,II > V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU NĂM,2.701.166,4.185.644,,2701166.0,4185644.0
VII,II > VII,VII,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN TẠITHỜI ĐIỂM CUỐI NĂM (THUYẾT MINH SỐ 30),4.291.063,2.701.166,,4291063.0,2701166.0
