row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,226.286,145.153,226286.0,145153.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,353.815,198.859,353815.0,198859.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(250.738),(103.729),-250738.0,-103729.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(77.898),-,-77898.0,
Chuyển sang tài sản Có khác,Chuyển sang tài sản Có khác,Chuyển sang tài sản Có khác,(10.867),(13.516),-10867.0,-13516.0
Chuyển sang chi phí,Chuyển sang chi phí,Chuyển sang chi phí,(45.163),(481),-45163.0,-481.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,195.435,226.286,195435.0,226286.0
Chi tiết của xây dựng cơ bản dở dang như sau:,Chi tiết của xây dựng cơ bản dở dang như sau:,Chi tiết của xây dựng cơ bản dở dang như sau:,Chi tiết của xây dựng cơ bản dở dang như sau:,Chi tiết của xây dựng cơ bản dở dang như sau:,,
,,,31/12/2016Triệu VND,31/12/2015Triệu VND,,
Nhà cửa,Chi tiết của xây dựng cơ bản dở dang như sau: > Nhà cửa,Nhà cửa,177.985,215.032,177985.0,215032.0
Máy móc thiết bị,Chi tiết của xây dựng cơ bản dở dang như sau: > Máy móc thiết bị,Máy móc thiết bị,637,441,637.0,441.0
Phần mềm máy vi tính,Chi tiết của xây dựng cơ bản dở dang như sau: > Phần mềm máy vi tính,Phần mềm máy vi tính,15.841,9.544,15841.0,9544.0
Phương tiện vận tải,Chi tiết của xây dựng cơ bản dở dang như sau: > Phương tiện vận tải,Phương tiện vận tải,972,1.269,972.0,1269.0
,,,195.435,226.286,195435.0,226286.0
