row_label_raw,row_label_full,Nhóm,Nhóm_1,Định nghĩa,numeric__Nhóm_1,numeric__Định nghĩa
1,1,1,Nhóm 1 – Cam kết đủ tiêu chuẩn,Các cam kết mà Ngân hàng đánh giá là khách hàng có khả năng thực hiện đầy đủ các nghĩa vụ theo cam kết.,,
2,2,2,Nhóm 2 – Cam kết cần chú ý,Các cam kết mà Ngân hàng đánh giá là khách hàng không có khả năng thực hiện đầy đủ nghĩa vụ theo cam kết.,,
3,3,3,Nhóm 3 – Cam kết dưới tiêu chuẩn và các nhóm có rủi ro cao hơn,"Các cam kết thuộc một trong các trường hợp sau:▪ Các cam kết của khách hàng hoặc bên bảo đảm là tổ chức, cá nhân thuộc đối tượng mà Ngân hàng không được cấp tín dụng theo quy định của pháp luật.▪ Các cam kết được bảo đảm bằng cổ phiếu của chính Ngân hàng hoặc công ty con của Ngân hàng hoặc cam kết liên quan đến tiền vay được sử dụng để góp vốn vào một tổ chức tín dụng khác trên cơ sở Ngân hàng nhận tài sản bảo đảm bằng cổ phiếu của chính tổ chức tín dụng nhận vốn góp.▪ Các cam kết không có bảo đảm hoặc được cấp với điều kiện ưu đãi hoặc giá trị vượt quá 5% vốn tự có của Ngân hàng khi cấp cho khách hàng thuộc đối tượng bị hạn chế cấp tín dụng theo quy định của pháp luật.",,
