row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2016,Tổng dư nợ tiền gửi và cho vay – gộp Triệu VND,Tổng tiền gửi và tiền vay Triệu VND,Các cam kết tín dụng – gộp Triệu VND,Công cụ tài chính phải sinh Triệu VND,Chứng khoán đầu tư – gộp Triệu VND,numeric__Tổng dư nợ tiền gửi và cho vay – gộp Triệu VND,numeric__Tổng tiền gửi và tiền vay Triệu VND,numeric__Các cam kết tín dụng – gộp Triệu VND,numeric__Công cụ tài chính phải sinh Triệu VND,numeric__Chứng khoán đầu tư – gộp Triệu VND
Trong nước,Trong nước,Trong nước,23.758.456,26.570.485,55.264,-,3.049.857,23758456.0,26570485.0,55264.0,,3049857.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tổng dư nợ tiền gửi và cho vay – gộp Triệu VND,Tổng tiền gửi và tiền vay Triệu VND,Các cam kết tín dụng – gộp Triệu VND,Công cụ tài chính phải sinh Triệu VND,Chứng khoán đầu tư – gộp Triệu VND,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2015 > Trong nước,Trong nước,18.712.232,21.613.796,37.429,5.540,3.556.583,18712232.0,21613796.0,37429.0,5540.0,3556583.0
