row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,2.148.918,1.911.561,,2148918.0,1911561.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(1.392.030),(1.301.634),,-1392030.0,-1301634.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập thuần từ hoạt động dịch vụ đã nhận,4.512,2.754,,4512.0,2754.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán",72.595,(10.143),,72595.0,-10143.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Thu nhập thuần khác nhận được,11.980,4.662,,11980.0,4662.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Tiền thu các khoản nợ đã được xử lý bằng dự phòng rủi ro,3.756,4.175,,3756.0,4175.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,Tiền chi trả cho nhân viên và hoạt động quản lý,(607.846),(519.719),,-607846.0,-519719.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập doanh nghiệp thực nộp,(51.115),(31.925),,-51115.0,-31925.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,190.770,59.731,,190770.0,59731.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
10,Những thay đổi về tài sản hoạt động > 10,10,Chứng khoán đầu tư,504.165,(472.027),,504165.0,-472027.0
12,Những thay đổi về tài sản hoạt động > 12,12,Cho vay khách hàng,(3.548.455),(2.691.517),,-3548455.0,-2691517.0
13,Những thay đổi về tài sản hoạt động > 13,13,Giảm nguồn dự phòng để bù đáp tổn thất các khoản cho vay,(7.575),(24.613),,-7575.0,-24613.0
14,Những thay đổi về tài sản hoạt động > 14,14,Tài sản hoạt động khác,(124.832),(12.319),,-124832.0,-12319.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15,Những thay đổi về công nợ hoạt động > 15,15,Các khoản nợ Ngân hàng Nhà nước Việt Nam,(111.290),312.218,,-111290.0,312218.0
16,Những thay đổi về công nợ hoạt động > 16,16,Tiền gửi và vay các tổ chức tín dụng khác,2.281.098,(1.609.445),,2281098.0,-1609445.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tiền gửi của khách hàng,2.763.042,3.354.117,,2763042.0,3354117.0
19,Những thay đổi về công nợ hoạt động > 19,19,"Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",23.839,(78.927),,23839.0,-78927.0
20,Những thay đổi về công nợ hoạt động > 20,20,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(555),(6.450),,-555.0,-6450.0
21,Những thay đổi về công nợ hoạt động > 21,21,Công nợ hoạt động khác,19.900,(16.763),,19900.0,-16763.0
22,Những thay đổi về công nợ hoạt động > 22,22,Chi từ các quỹ của tổ chức tín dụng,(13.197),-,,-13197.0,
I,Những thay đổi về công nợ hoạt động > I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,1.976.910,(1.185.995),,1976910.0,-1185995.0
