row_label_raw,row_label_full,Ban Tổng Giám đốc,Ban Tổng Giám đốc_1,Ban Tổng Giám đốc_2,numeric__Ban Tổng Giám đốc_1,numeric__Ban Tổng Giám đốc_2
,,,Ông Lê Văn Quyết,Tổng Giám đốc,,
,,,Ông Nguyễn Cảnh Vinh,Phó Tổng Giám đốc thường trực(từ ngày 11 tháng 4 năm 2018),,
,,,Ông Trần Tấn Lộc,Phó Tổng Giám đốc,,
,,,Ông Đào Hồng Châu,Phó Tổng Giám đốc,,
,,,Bà Đình Thị Thu Thảo,Phó Tổng Giám đốc,,
,,,Bà Văn Thái Bảo Nhi,Phó Tổng Giám đốc,,
,,,Ông Nguyễn Hồ Hoàng Vũ,Phó Tổng Giám đốc kiểmGiám đốc Tài chính,,
,,,Ông Võ Quang Hiền,Phó Tổng Giám đốc,,
,,,Ông Nguyễn Hướng Minh,Phó Tổng Giám đốc(từ ngày 1 tháng 6 năm 2018),,
