row_label_raw,row_label_full,col_0,Cho vaykhách hàng –gộpTriệu VND,Tiền gửi củakhách hàngTriệu VND,Phát hànhgiấy tờ có giáTriệu VND,Nợ tiềm tàngvà các camkết tín dụng– gộpTriệu VND,Chứng khoánđầu tư – gộpTriệu VND,"Góp vốn, đàutư dài hạn– gộpTriệu VND",Tiền gửi vàcho vay cáctTCTD khácTriệu VND,Tiền gửi vàvay từ cáctTCTD khácTriệu VND,Công cụ tàichính phải sinh(Tổng giá trịgiao dịch theohợp đồng)Triệu VND,numeric__Cho vaykhách hàng –gộpTriệu VND,numeric__Tiền gửi củakhách hàngTriệu VND,numeric__Phát hànhgiấy tờ có giáTriệu VND,numeric__Nợ tiềm tàngvà các camkết tín dụng– gộpTriệu VND,numeric__Chứng khoánđầu tư – gộpTriệu VND,"numeric__Góp vốn, đàutư dài hạn– gộpTriệu VND",numeric__Tiền gửi vàcho vay cáctTCTD khácTriệu VND,numeric__Tiền gửi vàvay từ cáctTCTD khácTriệu VND,numeric__Công cụ tàichính phải sinh(Tổng giá trịgiao dịch theohợp đồng)Triệu VND
Trong nước,Trong nước,Trong nước,101.324.328,116.283.545,3.000.000,6.444.948,21.524.690,1.480.063,12.983.029,8.150.640,43.374.571,101324328.0,116283545.0,3000000.0,6444948.0,21524690.0,1480063.0,12983029.0,8150640.0,43374571.0
Nước ngoài,Nước ngoài,Nước ngoài,-,1.256.151,-,177.369,-,-,2.262.855,3.105.790,2.661,,1256151.0,,177369.0,,,2262855.0,3105790.0,2661.0
,,,101.324.328,117.539.696,3.000.000,6.622.317,21.524.690,1.480.063,15.245.884,11.256.430,43.377.232,101324328.0,117539696.0,3000000.0,6622317.0,21524690.0,1480063.0,15245884.0,11256430.0,43377232.0
