row_label_raw,row_label_full,col_0,2018Triệu VND,2017Triệu VND,numeric__2018Triệu VND,numeric__2017Triệu VND
1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,1.507.232,1.261.055,1507232.0,1261055.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi lương và phụ cấp,Trong đó: > ▪ Chi lương và phụ cấp,▪ Chi lương và phụ cấp,1.270.497,1.061.228,1270497.0,1061228.0
▪ Chi đóng góp theo lương,Trong đó: > ▪ Chi đóng góp theo lương,▪ Chi đóng góp theo lương,85.803,81.017,85803.0,81017.0
▪ Chi ăn ca,Trong đó: > ▪ Chi ăn ca,▪ Chi ăn ca,68.511,67.291,68511.0,67291.0
▪ Chi trợ cấp,Trong đó: > ▪ Chi trợ cấp,▪ Chi trợ cấp,36.627,19.897,36627.0,19897.0
▪ Chi y tế,Trong đó: > ▪ Chi y tế,▪ Chi y tế,9.562,8.136,9562.0,8136.0
▪ Chi trang phục và phương tiện bảo hộ lao động,Trong đó: > ▪ Chi trang phục và phương tiện bảo hộ lao động,▪ Chi trang phục và phương tiện bảo hộ lao động,12.349,350,12349.0,350.0
▪ Chi khác,Trong đó: > ▪ Chi khác,▪ Chi khác,23.883,23.136,23883.0,23136.0
2. Chi về tài sản,Trong đó: > 2. Chi về tài sản,2. Chi về tài sản,458.873,448.982,458873.0,448982.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi phí thuê tài sản,Trong đó: > ▪ Chi phí thuê tài sản,▪ Chi phí thuê tài sản,212.132,200.630,212132.0,200630.0
▪ Chi phí khấu hao tài sản cố định,Trong đó: > ▪ Chi phí khấu hao tài sản cố định,▪ Chi phí khấu hao tài sản cố định,137.016,138.422,137016.0,138422.0
▪ Bảo dưỡng và sửa chữa tài sản,Trong đó: > ▪ Bảo dưỡng và sửa chữa tài sản,▪ Bảo dưỡng và sửa chữa tài sản,80.882,85.480,80882.0,85480.0
▪ Mua sắm công cụ lao động,Trong đó: > ▪ Mua sắm công cụ lao động,▪ Mua sắm công cụ lao động,25.902,22.512,25902.0,22512.0
▪ Chi bảo hiểm tài sản,Trong đó: > ▪ Chi bảo hiểm tài sản,▪ Chi bảo hiểm tài sản,2.941,1.938,2941.0,1938.0
3. Chi nộp phí bảo hiểm tiền gửi của khách hàng,Trong đó: > 3. Chi nộp phí bảo hiểm tiền gửi của khách hàng,3. Chi nộp phí bảo hiểm tiền gửi của khách hàng,122.678,114.043,122678.0,114043.0
"4. Chi hội nghị, lễ tân, khách tiết","Trong đó: > 4. Chi hội nghị, lễ tân, khách tiết","4. Chi hội nghị, lễ tân, khách tiết",87.184,70.154,87184.0,70154.0
"5. Chi xuất bản tài liệu, quảng cáo","Trong đó: > 5. Chi xuất bản tài liệu, quảng cáo","5. Chi xuất bản tài liệu, quảng cáo",56.095,38.319,56095.0,38319.0
"6. Chi điện nước, vệ sinh cơ quan","Trong đó: > 6. Chi điện nước, vệ sinh cơ quan","6. Chi điện nước, vệ sinh cơ quan",54.501,51.232,54501.0,51232.0
"7. Chi vật liệu, giấy tờ in","Trong đó: > 7. Chi vật liệu, giấy tờ in","7. Chi vật liệu, giấy tờ in",38.895,35.726,38895.0,35726.0
8. Công tác phí,Trong đó: > 8. Công tác phí,8. Công tác phí,26.150,21.546,26150.0,21546.0
9. Chi phí thuê chuyên gia,Trong đó: > 9. Chi phí thuê chuyên gia,9. Chi phí thuê chuyên gia,16.781,3.565,16781.0,3565.0
10. Chi bưu phí và điện thoại,Trong đó: > 10. Chi bưu phí và điện thoại,10. Chi bưu phí và điện thoại,9.904,9.794,9904.0,9794.0
"11. Chi nộp thuê và các khoản phí, lệ phí","Trong đó: > 11. Chi nộp thuê và các khoản phí, lệ phí","11. Chi nộp thuê và các khoản phí, lệ phí",8.875,8.253,8875.0,8253.0
12. Chi phí mua tài liệu sách báo,Trong đó: > 12. Chi phí mua tài liệu sách báo,12. Chi phí mua tài liệu sách báo,5.942,6.174,5942.0,6174.0
"13. Chi đào tạo, huấn luyện","Trong đó: > 13. Chi đào tạo, huấn luyện","13. Chi đào tạo, huấn luyện",3.497,3.273,3497.0,3273.0
"14. Chi phí cho việc thanh tra, kiểm tra","Trong đó: > 14. Chi phí cho việc thanh tra, kiểm tra","14. Chi phí cho việc thanh tra, kiểm tra",2.177,1.694,2177.0,1694.0
15. Chi dự phòng rủi ro khác (*),Trong đó: > 15. Chi dự phòng rủi ro khác (*),15. Chi dự phòng rủi ro khác (*),391.457,43.756,391457.0,43756.0
16. Các khoản chi phí khác,Trong đó: > 16. Các khoản chi phí khác,16. Các khoản chi phí khác,110.663,88.502,110663.0,88502.0
,,,2.900.904,2.206.068,2900904.0,2206068.0
