row_label_raw,row_label_full,col_0,2018Triệu VND,2017Triệu VND,numeric__2018Triệu VND,numeric__2017Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,
▪ Dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ thanh toán,▪ Dịch vụ thanh toán,559.547,502.461,559547.0,502461.0
▪ Dịch vụ ngân quỹ,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ ngân quỹ,▪ Dịch vụ ngân quỹ,40.312,41.857,40312.0,41857.0
▪ Dịch vụ khác,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ khác,▪ Dịch vụ khác,83.732,74.770,83732.0,74770.0
,,,683.591,619.088,683591.0,619088.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,
▪ Dịch vụ thanh toán và ngân quỹ,Chi phí hoạt động dịch vụ > ▪ Dịch vụ thanh toán và ngân quỹ,▪ Dịch vụ thanh toán và ngân quỹ,(250.965),(204.162),-250965.0,-204162.0
"▪ Cước phí bưu điện, mạng viễn thông","Chi phí hoạt động dịch vụ > ▪ Cước phí bưu điện, mạng viễn thông","▪ Cước phí bưu điện, mạng viễn thông",(46.612),(44.151),-46612.0,-44151.0
"▪ Vận chuyển, bốc xếp tiền","Chi phí hoạt động dịch vụ > ▪ Vận chuyển, bốc xếp tiền","▪ Vận chuyển, bốc xếp tiền",(9.061),(8.658),-9061.0,-8658.0
▪ Hoa hồng môi giới,Chi phí hoạt động dịch vụ > ▪ Hoa hồng môi giới,▪ Hoa hồng môi giới,(11.553),(10.314),-11553.0,-10314.0
▪ Các dịch vụ khác,Chi phí hoạt động dịch vụ > ▪ Các dịch vụ khác,▪ Các dịch vụ khác,(18.742),(20.609),-18742.0,-20609.0
,,,(336.933),(287.894),-336933.0,-287894.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,346.658,331.194,346658.0,331194.0
