row_label_raw,row_label_full,col_0,2018Triệu VND,2017Triệu VND,numeric__2018Triệu VND,numeric__2017Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,,
Cho vay khách hàng và các tổ chức tín dụng khác,Thu nhập lãi và các khoản thu nhập tương tự từ > Cho vay khách hàng và các tổ chức tín dụng khác,Cho vay khách hàng và các tổ chức tín dụng khác,8.896.666,7.544.254,8896666.0,7544254.0
Tiền gửi tại các tổ chức tín dụng khác,Thu nhập lãi và các khoản thu nhập tương tự từ > Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,358.779,232.227,358779.0,232227.0
Chứng khoán đầu tư,Thu nhập lãi và các khoản thu nhập tương tự từ > Chứng khoán đầu tư,Chứng khoán đầu tư,584.934,1.064.833,584934.0,1064833.0
Nghiệp vụ bảo lãnh,Thu nhập lãi và các khoản thu nhập tương tự từ > Nghiệp vụ bảo lãnh,Nghiệp vụ bảo lãnh,92.143,87.332,92143.0,87332.0
Thu nhập khác từ hoạt động tín dụng,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập khác từ hoạt động tín dụng,Thu nhập khác từ hoạt động tín dụng,971,22.003,971.0,22003.0
,,,9.933.493,8.950.649,9933493.0,8950649.0
Chi phí lãi và các khoản chi phí tương tự cho,Chi phí lãi và các khoản chi phí tương tự cho,Chi phí lãi và các khoản chi phí tương tự cho,Chi phí lãi và các khoản chi phí tương tự cho,Chi phí lãi và các khoản chi phí tương tự cho,,
Tiền gửi của khách hàng và các tổ chức tín dụng khác,Chi phí lãi và các khoản chi phí tương tự cho > Tiền gửi của khách hàng và các tổ chức tín dụng khác,Tiền gửi của khách hàng và các tổ chức tín dụng khác,(6.565.776),(5.796.571),-6565776.0,-5796571.0
Vay NHNNVN và các tổ chức tín dụng khác,Chi phí lãi và các khoản chi phí tương tự cho > Vay NHNNVN và các tổ chức tín dụng khác,Vay NHNNVN và các tổ chức tín dụng khác,(140.513),(63.640),-140513.0,-63640.0
Phát hành giấy tờ có giá,Chi phí lãi và các khoản chi phí tương tự cho > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,(9.802),(397.505),-9802.0,-397505.0
Chi phí khác cho hoạt động tín dụng,Chi phí lãi và các khoản chi phí tương tự cho > Chi phí khác cho hoạt động tín dụng,Chi phí khác cho hoạt động tín dụng,(10.507),(25.115),-10507.0,-25115.0
,,,(6.726.598),(6.282.831),-6726598.0,-6282831.0
Thu nhập lãi thuần,Chi phí lãi và các khoản chi phí tương tự cho > Thu nhập lãi thuần,Thu nhập lãi thuần,3.206.895,2.667.818,3206895.0,2667818.0
