row_label_raw,row_label_full,col_0,col_1,2018Triệu VND,2017Triệu VND,numeric__col_1,numeric__2018Triệu VND,numeric__2017Triệu VND
,,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(181.232),(165.185),,-181232.0,-165185.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",104.229,241.958,,104229.0,241958.0
08,08,08,"Tiền thu từ thanh lý đầu tư, góp vốn vào đơn vị khác",1.736.285,583.980,,1736285.0,583980.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn",1.679,3.267,,1679.0,3267.0
II,II,II,LU'U CHUYÊN TIỀN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,1.660.961,664.020,,1660961.0,664020.0
II,II,II,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
04,II > 04,04,Cổ tức trả cho cổ đông,(10),(19),,-10.0,-19.0
III,II > III,III,LU'U CHUYÊN TIỀN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,(10),(19),,-10.0,-19.0
IV,II > IV,IV,LU'U CHUYÊN TIỀN THUÀN TRONG NĂM,5.014.096,8.738.461,,5014096.0,8738461.0
V,II > V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNGTIỀN TẠI THỜI ĐIỂM ĐẦU NĂM,22.805.091,14.066.630,,22805091.0,14066630.0
VII,II > VII,VII,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNGTIỀN TẠI THỜI ĐIỂM CUỐI NĂM(THUYẾT MINH 32),27.819.187,22.805.091,,27819187.0,22805091.0
