row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2018 Triệu VND,31/12/2017 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2018 Triệu VND,numeric__31/12/2017 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng",5,2.356.198,2.282.200,,5.0,2356198.0,2282200.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,6.412.125,3.277.007,,6.0,6412125.0,3277007.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,7,19.050.864,15.245.884,,7.0,19050864.0,15245884.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,18.750.212,15.245.884,,,18750212.0,15245884.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,300.652,-,,,300652.0,
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,-,30.274,,8.0,,30274.0
VI,A > VI,VI,Cho vay khách hàng,,102.971.210,100.268.300,,,102971210.0,100268300.0
1,A > 1,1,Cho vay khách hàng,9,104.042.577,101.324.328,,9.0,104042577.0,101324328.0
3,A > 3,3,Dự phòng rủi ro cho vay khách hàng,10,(1.071.367),(1.056.028),,10.0,-1071367.0,-1056028.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,14.901.977,20.020.106,,11.0,14901977.0,20020106.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,10.410.322,9.458.122,,,10410322.0,9458122.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,6.762.998,12.066.568,,,6762998.0,12066568.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(2.271.343),(1.504.584),,,-2271343.0,-1504584.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",12,13.720,1.377.209,,12.0,13720.0,1377209.0
4,A > 4,4,Đầu tư dài hạn khác,,110.566,1.480.063,,,110566.0,1480063.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(96.846),(102.854),,,-96846.0,-102854.0
X,A > X,X,Tài sản cố định,,3.558.890,3.214.194,,,3558890.0,3214194.0
1,A > 1,1,Tài sản cố định hữu hình,13,870.161,785.170,,13.0,870161.0,785170.0
a,A > a,a,Nguyên giá,,2.138.433,1.960.023,,,2138433.0,1960023.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.268.272),(1.174.853),,,-1268272.0,-1174853.0
3,A > 3,3,Tài sản cố định vô hình,14,2.688.729,2.429.024,,14.0,2688729.0,2429024.0
a,A > a,a,Nguyên giá,,2.832.911,2.551.024,,,2832911.0,2551024.0
b,A > b,b,Giá trị hao mòn lũy kế,,(144.182),(122.000),,,-144182.0,-122000.0
XII,A > XII,XII,Tài sản Có khác,15,3.387.079,3.654.380,,15.0,3387079.0,3654380.0
1,A > 1,1,Các khoản phải thu,,1.367.550,1.455.678,,,1367550.0,1455678.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,1.188.031,993.424,,,1188031.0,993424.0
4,A > 4,4,Tài sản Có khác,,1.139.136,1.211.309,,,1139136.0,1211309.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(307.638),(6.031),,,-307638.0,-6031.0
,,,TỔNG TÀI SẢN,,152.652.063,149.369.554,,,152652063.0,149369554.0
