row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
Đầu tư vào cổ phiếu của các tổ chức tín dụng khác trong nước▪ Đã niêm yết,Đầu tư vào cổ phiếu của các tổ chức tín dụng khác trong nước▪ Đã niêm yết,Đầu tư vào cổ phiếu của các tổ chức tín dụng khác trong nước▪ Đã niêm yết,-,1.214.861,,1214861.0
Đầu tư vào cổ phiếu của các tổ chức kinh tế trong nước▪ Đã niêm yết▪ Chưa niêm yết,Đầu tư vào cổ phiếu của các tổ chức kinh tế trong nước▪ Đã niêm yết▪ Chưa niêm yết,Đầu tư vào cổ phiếu của các tổ chức kinh tế trong nước▪ Đã niêm yết▪ Chưa niêm yết,-110.566,52.483212.719,-110566.0,52483212719.0
,,,110.566,1.480.063,110566.0,1480063.0
Dự phòng giảm giá đầu tư dài hạn (i),Dự phòng giảm giá đầu tư dài hạn (i),Dự phòng giảm giá đầu tư dài hạn (i),(96.846),(102.854),-96846.0,-102854.0
,,,13.720,1.377.209,13720.0,1377209.0
Biến động đầu tư dài hạn khác trong năm như sau:,Biến động đầu tư dài hạn khác trong năm như sau:,Biến động đầu tư dài hạn khác trong năm như sau:,Biến động đầu tư dài hạn khác trong năm như sau:,Biến động đầu tư dài hạn khác trong năm như sau:,,
,,,2018Triệu VND,2017Triệu VND,,
Số dư đầu năm,Biến động đầu tư dài hạn khác trong năm như sau: > Số dư đầu năm,Số dư đầu năm,1.480.063,1.937.865,1480063.0,1937865.0
Thanh lý,Biến động đầu tư dài hạn khác trong năm như sau: > Thanh lý,Thanh lý,(1.214.861),(457.802),-1214861.0,-457802.0
Phân loại lại sang chứng khoán đầu tư sẵn sàng để bán,Biến động đầu tư dài hạn khác trong năm như sau: > Phân loại lại sang chứng khoán đầu tư sẵn sàng để bán,Phân loại lại sang chứng khoán đầu tư sẵn sàng để bán,(154.636),-,-154636.0,
Số dư cuối năm,Biến động đầu tư dài hạn khác trong năm như sau: > Số dư cuối năm,Số dư cuối năm,110.566,1.480.063,110566.0,1480063.0
