row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,209.942.746.115,202.443.888.833,209942746115.0,202443888833.0
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,206.753.007.990,200.943.888.833,206753007990.0,200943888833.0
Công ty Cổ phần Điện khí LNG Quảng Ninh,Công ty Cổ phần Điện khí LNG Quảng Ninh,Công ty Cổ phần Điện khí LNG Quảng Ninh,3.000.000.000,1.500.000.000,3000000000.0,1500000000.0
Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,111.900.000,-,111900000.0,
Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,77.838.125,-,77838125.0,
Thu nhập khác,Thu nhập khác,Thu nhập khác,2.202.824.934,1.082.149.791.120,2202824934.0,1082149791120.0
Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam,1.167.163.025,1.155.887.433,1167163025.0,1155887433.0
Tổng Công ty Khí Việt Nam - CTCP,Tổng Công ty Khí Việt Nam - CTCP,Tổng Công ty Khí Việt Nam - CTCP,666.436.784,665.453.388,666436784.0,665453388.0
Công ty Cổ phần Năng lượng tái tạo Điện lực dầu khí,Công ty Cổ phần Năng lượng tái tạo Điện lực dầu khí,Công ty Cổ phần Năng lượng tái tạo Điện lực dầu khí,181.866.186,-,181866186.0,
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,138.272.724,138.272.724,138272724.0,138272724.0
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,44.444.448,111.111.120,44444448.0,111111120.0
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,4.641.767,-,4641767.0,
Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,-,1.080.079.066.455,,1080079066455.0
