row_label_raw,row_label_full,Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > Công ty Mua bán Điện - Tập đoàn Điện lực Việt Nam,Số cuối năm > Giá gốc > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 719.985.217.424,Số cuối năm > Dự phòng > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 516.878.870.776,Số cuối năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 203.106.346.648,Số cuối năm > Giá gốc > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 500.708.274.832,Số cuối năm > Dự phòng > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 445.774.558.704,Số đầu năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 54.933.716.128,numeric__Số cuối năm > Giá gốc > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 719.985.217.424,numeric__Số cuối năm > Dự phòng > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 516.878.870.776,numeric__Số cuối năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 203.106.346.648,numeric__Số cuối năm > Giá gốc > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 500.708.274.832,numeric__Số cuối năm > Dự phòng > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 445.774.558.704,numeric__Số đầu năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 54.933.716.128
Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,4.527.441.404,4.527.441.404,-,4.527.441.404,4.527.441.404,-,4527441404.0,4527441404.0,,4527441404.0,4527441404.0,
Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,4.563.397.000,3.194.377.900,1.369.019.100,4.563.397.000,2.281.698.500,2.281.698.500,4563397000.0,3194377900.0,1369019100.0,4563397000.0,2281698500.0,2281698500.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,11.436.018.230,11.436.018.230,-,14.845.101.105,14.845.101.105,-,11436018230.0,11436018230.0,,14845101105.0,14845101105.0,
,,,740.512.074.058,536.036.708.310,204.475.365.748,524.644.214.341,467.428.799.713,57.215.414.628,740512074058.0,536036708310.0,204475365748.0,524644214341.0,467428799713.0,57215414628.0
