row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,5 - 30,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,3 - 19,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,5 - 10,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,3 - 10,
Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,4 - 24,
