row_label_raw,row_label_full,Cổ đông,Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi lần thứ 19,Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi lần thứ 19_1,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi lần thứ 19,numeric__Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi lần thứ 19_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Cổ đông,Cổ đông,Cổ đông,VND,%,VND,%,VND,%,,,,,,
Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Cổ đông > Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,22.278.483.570.000,"79,94",22.278.483.570.000,"79,94",18.721.414.770.000,"79,94",22278483570000.0,79.94,22278483570000.0,79.94,18721414770000.0,79.94
Các cổ đông khác,Cổ đông > Các cổ đông khác,Các cổ đông khác,5.589.727.390.000,"20,06",5.589.727.390.000,"20,06",4.697.301.230.000,"20,06",5589727390000.0,20.06,5589727390000.0,20.06,4697301230000.0,20.06
,,,27.868.210.960.000,100,27.868.210.960.000,100,23.418.716.000.000,100,27868210960000.0,100.0,27868210960000.0,100.0,23418716000000.0,100.0
Cổ phiếu,Cổ phiếu,Cổ phiếu,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,,,
Số lượng cổ phiếu đã bán ra công chúng,Cổ phiếu > Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,,,2.786.821.096,,2.341.871.600,,,,2786821096.0,,2341871600.0,
Cổ phiếu phổ thông,Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,,,2.786.821.096,,2.341.871.600,,,,2786821096.0,,2341871600.0,
Số lượng cổ phiếu đang lưu hành,Cổ phiếu > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,,,2.786.821.096,,2.341.871.600,,,,2786821096.0,,2341871600.0,
Cổ phiếu phổ thông,Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,,,2.786.821.096,,2.341.871.600,,,,2786821096.0,,2341871600.0,
