row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,26.895.652.043.612,22.571.980.785.986,,100.0,,26895652043612.0,22571980785986.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,6.280.746.606.439,10.963.329.410.857,,110.0,4.0,6280746606439.0,10963329410857.0
1,1,1,Tiền,111,,880.746.606.439,269.329.410.857,,111.0,,880746606439.0,269329410857.0
2,2,2,Các khoản tương đương tiền,112,,5.400.000.000.000,10.694.000.000.000,,112.0,,5400000000000.0,10694000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,7.637.761.503.714,1.245.907.811.811,,120.0,5.0,7637761503714.0,1245907811811.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,7.637.761.503.714,1.245.907.811.811,,123.0,,7637761503714.0,1245907811811.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,10.286.010.312.840,8.489.431.323.493,,130.0,,10286010312840.0,8489431323493.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,10.024.793.906.517,7.856.059.942.835,,131.0,6.0,10024793906517.0,7856059942835.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,358.639.819.610,259.993.746.013,,132.0,7.0,358639819610.0,259993746013.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,438.613.295.023,840.806.434.358,,136.0,8.0,438613295023.0,840806434358.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(536.036.708.310),(467.428.799.713),,137.0,9.0,-536036708310.0,-467428799713.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.722.911.282.098,1.421.935.513.404,,140.0,10.0,1722911282098.0,1421935513404.0
1.,1.,1.,Hàng tồn kho,141,,1.722.911.282.098,1.421.935.513.404,,141.0,,1722911282098.0,1421935513404.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,968.222.338.521,451.376.726.421,,150.0,,968222338521.0,451376726421.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,119.355.971.078,95.594.789.340,,151.0,11.0,119355971078.0,95594789340.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,800.087.256.735,337.680.246.053,,152.0,,800087256735.0,337680246053.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,19,48.779.110.708,18.101.691.028,,153.0,19.0,48779110708.0,18101691028.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,49.424.923.467.349,45.568.162.173.569,,200.0,,49424923467349.0,45568162173569.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,559.803.000,315.303.000,,210.0,,559803000.0,315303000.0
1.,1.,1.,Phải thu dài hạn khác,216,8,559.803.000,315.303.000,,216.0,8.0,559803000.0,315303000.0
II.,II.,II.,Tài sản cố định,220,,38.997.447.978.613,16.483.960.425.716,,220.0,,38997447978613.0,16483960425716.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,38.967.950.183.831,16.454.863.740.665,,221.0,12.0,38967950183831.0,16454863740665.0
,,,- Nguyên giá,222,,71.542.829.478.759,47.309.957.247.511,,222.0,,71542829478759.0,47309957247511.0
,,,- Giá trị hao mòn lũy kế,223,,(32.574.879.294.928),(30.855.093.506.846),,223.0,,-32574879294928.0,-30855093506846.0
2.,2.,2.,Tài sản cố định vô hình,227,13,29.497.794.782,29.096.685.051,,227.0,13.0,29497794782.0,29096685051.0
,,,- Nguyên giá,228,,91.890.548.853,85.227.737.203,,228.0,,91890548853.0,85227737203.0
,,,- Giá trị hao mòn lũy kế,229,,(62.392.754.071),(56.131.052.152),,229.0,,-62392754071.0,-56131052152.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,848.932.486.195,19.704.423.069.393,,240.0,,848932486195.0,19704423069393.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,848.932.486.195,19.704.423.069.393,,242.0,14.0,848932486195.0,19704423069393.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,,5,5.903.649.442.899,5.815.270.223.256,,,5.0,5903649442899.0,5815270223256.0
1.,1.,1.,Đầu tư vào công ty con,251,,5.101.578.439.397,5.101.578.439.397,,251.0,,5101578439397.0,5101578439397.0
2.,2.,2.,Đầu tư vào công ty liên kết,252,,140.887.500.000,62.887.500.000,,252.0,,140887500000.0,62887500000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,696.610.757.500,696.610.757.500,,253.0,,696610757500.0,696610757500.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(35.427.253.998),(45.806.473.641),,254.0,,-35427253998.0,-45806473641.0
V.,V.,V.,Tài sản dài hạn khác,260,,3.674.333.756.642,3.564.193.152.204,,260.0,,3674333756642.0,3564193152204.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,2.926.214.548.397,2.885.679.326.770,,261.0,11.0,2926214548397.0,2885679326770.0
2.,2.,2.,Tài sản thuê thu nhập hoãn lại,262,15,80.857.406.274,76.335.415.657,,262.0,15.0,80857406274.0,76335415657.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,16,667.261.801.971,602.178.409.777,,263.0,16.0,667261801971.0,602178409777.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,76.320.575.510.961,68.140.142.959.555,,270.0,,76320575510961.0,68140142959555.0
