row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2015VND > 335.076.292,Số phải nộptrong nămVND > 39.990.686.098,Số đã nộp/đã được khấu trừtrong nămVND > (40.283.092.444),31/12/2015VND > 42.669.946,numeric__1/1/2015VND > 335.076.292,numeric__Số phải nộptrong nămVND > 39.990.686.098,numeric__Số đã nộp/đã được khấu trừtrong nămVND > (40.283.092.444),numeric__31/12/2015VND > 42.669.946
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,14.294.424.217,60.548.067.669,(63.347.614.065),11.494.877.821,14294424217.0,60548067669.0,-63347614065.0,11494877821.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,936.895.758,2.759.443.036,(3.457.122.794),239.216.000,936895758.0,2759443036.0,-3457122794.0,239216000.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.183.816.754,50.865.873.829,(50.211.285.790),3.838.404.793,3183816754.0,50865873829.0,-50211285790.0,3838404793.0
,,,18.750.213.021,154.164.070.632,(157.299.115.093),15.615.168.560,18750213021.0,154164070632.0,-157299115093.0,15615168560.0
