row_label_raw,row_label_full,Công ty TNHH APL-NOL Việt Nam,31/12/2015VND > Công ty TNHH APL-NOL Việt Nam,1/1/2015VND > Công ty TNHH APL-NOL Việt Nam,numeric__31/12/2015VND > Công ty TNHH APL-NOL Việt Nam,numeric__1/1/2015VND > Công ty TNHH APL-NOL Việt Nam
- Chi nhánh Hải Phòng,- Chi nhánh Hải Phòng,- Chi nhánh Hải Phòng,7.963.587.548,5.529.224.080,7963587548.0,5529224080.0
Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công ty Cổ phần Đại lý Hàng hải Việt Nam,,
- Chi nhánh Đại lý Hàng hải Hải Phòng,Công ty Cổ phần Đại lý Hàng hải Việt Nam > - Chi nhánh Đại lý Hàng hải Hải Phòng,- Chi nhánh Đại lý Hàng hải Hải Phòng,5.505.268.102,5.085.099.380,5505268102.0,5085099380.0
Công ty Liên doanh Đại lý vận tải Evergreen Việt Nam,Công ty Cổ phần Đại lý Hàng hải Việt Nam > Công ty Liên doanh Đại lý vận tải Evergreen Việt Nam,Công ty Liên doanh Đại lý vận tải Evergreen Việt Nam,12.997.042.673,10.273.389.388,12997042673.0,10273389388.0
Công ty TNHH OOCL Việt Nam,Công ty Cổ phần Đại lý Hàng hải Việt Nam > Công ty TNHH OOCL Việt Nam,Công ty TNHH OOCL Việt Nam,3.388.406.270,8.283.674.547,3388406270.0,8283674547.0
Công ty TNHH MTV Vận tải đường biển Prince Việt Nam,Công ty Cổ phần Đại lý Hàng hải Việt Nam > Công ty TNHH MTV Vận tải đường biển Prince Việt Nam,Công ty TNHH MTV Vận tải đường biển Prince Việt Nam,805.111.354,8.560.602.907,805111354.0,8560602907.0
Các khách hàng khác,Công ty Cổ phần Đại lý Hàng hải Việt Nam > Các khách hàng khác,Các khách hàng khác,19.485.676.677,15.895.587.825,19485676677.0,15895587825.0
,,,50.145.092.624,53.627.578.127,50145092624.0,53627578127.0
