row_label_raw,row_label_full,col_0,Công cụvà dụng cụVND,numeric__Công cụvà dụng cụVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,23.770.180.753,23770180753.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,22.082.655.220,22082655220.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(27.197.336.532),-27197336532.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,18.655.499.441,18655499441.0
