row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,198.034.112.811,202.922.677.094,300.0,,198034112811.0,202922677094.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,193.305.792.811,193.739.197.094,310.0,,193305792811.0,193739197094.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,15,46.989.577.434,48.570.385.728,311.0,15.0,46989577434.0,48570385728.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,875.813.183,583.326.441,312.0,,875813183.0,583326441.0
Thuế và các khoản phải nộp Nhà nước,NGUỒN VỐN > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,16(b),15.615.168.560,18.750.213.021,313.0,,15615168560.0,18750213021.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,23.464.040.782,14.675.466.942,314.0,,23464040782.0,14675466942.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,17,245.000.000,3.253.858.719,315.0,17.0,245000000.0,3253858719.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,18,65.319.026.951,72.642.241.549,319.0,18.0,65319026951.0,72642241549.0
Vay ngắn hạn,NGUỒN VỐN > Vay ngắn hạn,Vay ngắn hạn,320,19(a),4.868.640.000,-,320.0,,4868640000.0,
Dự phòng phải trả ngắn hạn,NGUỒN VỐN > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,,3.982.000.000,-,321.0,,3982000000.0,
"Quỹ khen thưởng, phúc lợi","NGUỒN VỐN > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,20,31.946.525.901,35.263.704.694,322.0,20.0,31946525901.0,35263704694.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,4.728.320.000,9.183.480.000,330.0,,4728320000.0,9183480000.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,,40.000.000,122.600.000,337.0,,40000000.0,122600000.0
Vay dài hạn,NGUỒN VỐN > Vay dài hạn,Vay dài hạn,338,19(b),4.688.320.000,9.060.880.000,338.0,,4688320000.0,9060880000.0
VỐN CHỦ SỞ HỮU (400 = 410),NGUỒN VỐN > VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,1.200.424.094.432,996.914.650.346,400.0,,1200424094432.0,996914650346.0
Vốn chủ sở hữu,NGUỒN VỐN > Vốn chủ sở hữu,Vốn chủ sở hữu,410,21,1.200.424.094.432,996.914.650.346,410.0,21.0,1200424094432.0,996914650346.0
Vốn cổ phần,NGUỒN VỐN > Vốn cổ phần,Vốn cổ phần,411,22,414.160.420.000,345.415.410.000,411.0,22.0,414160420000.0,345415410000.0
- Cổ phiếu phổ thông có quyền biểu quyết,NGUỒN VỐN > - Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,22,414.160.420.000,345.415.410.000,,22.0,414160420000.0,345415410000.0
Thặng dư vốn cổ phần,NGUỒN VỐN > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,21,36.141.891.246,37.231.904.775,412.0,21.0,36141891246.0,37231904775.0
Cổ phiếu quỹ,NGUỒN VỐN > Cổ phiếu quỹ,Cổ phiếu quỹ,415,22,-,(10.396.631.245),415.0,22.0,,-10396631245.0
Quỹ đầu tư phát triển,NGUỒN VỐN > Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,24,537.161.063.042,434.598.341.042,418.0,24.0,537161063042.0,434598341042.0
Lợi nhuận sau thuế chưa phân phối,NGUỒN VỐN > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,21,212.960.720.144,190.065.625.774,421.0,21.0,212960720144.0,190065625774.0
- LNST chưa phân phối lũy kế đến cuối năm trước,NGUỒN VỐN > - LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,(17.123.058.783),(31.375.589.609),,,-17123058783.0,-31375589609.0
- LNST chưa phân phối năm nay,NGUỒN VỐN > - LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,230.083.778.927,221.441.215.383,,,230083778927.0,221441215383.0
TỔNG NGUỒN VỐN (440 = 300 + 400),NGUỒN VỐN > TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,1.398.458.207.243,1.199.837.327.440,440.0,,1398458207243.0,1199837327440.0
