row_label_raw,row_label_full,col_0,Năm đáo hạn,Lãi suất năm,31/12/2019và 1/1/2019Triệu VND,numeric__Năm đáo hạn,numeric__Lãi suất năm,numeric__31/12/2019và 1/1/2019Triệu VND
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,
▪ Công ty TNHH Vincom Retail Miền Nam,Các công ty con > ▪ Công ty TNHH Vincom Retail Miền Nam,▪ Công ty TNHH Vincom Retail Miền Nam,2019-2022,"8,1%-9,8%",500.000,,,500000.0
▪ Công ty TNHH Vincom Retail Miền Bắc,Các công ty con > ▪ Công ty TNHH Vincom Retail Miền Bắc,▪ Công ty TNHH Vincom Retail Miền Bắc,2019-2022,"8,1%-9,8%",900.000,,,900000.0
,,,,,1.400.000,,,1400000.0
