row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2019Triệu VND,2018Triệu VND,,
Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,2.827,33.233,2827.0,33233.0
Cổ tức được nhận,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa > Cổ tức được nhận,Cổ tức được nhận,291.810,-,291810.0,
Công ty TNHH Phát triển và Đầu tư Bất động sản,Công ty TNHH Phát triển và Đầu tư Bất động sản,Công ty TNHH Phát triển và Đầu tư Bất động sản,Công ty TNHH Phát triển và Đầu tư Bất động sản,Công ty TNHH Phát triển và Đầu tư Bất động sản,,
Hà Thành,Hà Thành,Hà Thành,Hà Thành,Hà Thành,,
Góp vốn,Hà Thành > Góp vốn,Góp vốn,380.000,-,380000.0,
Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,,
Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Vinhomes > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,6.602,38.945,6602.0,38945.0
Mua hàng hóa và dịch vụ,Công ty Cổ phần Vinhomes > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,314.179,226.534,314179.0,226534.0
Lãi đặt cọc phải thu,Công ty Cổ phần Vinhomes > Lãi đặt cọc phải thu,Lãi đặt cọc phải thu,-,84.791,,84791.0
Đặt cọc cho mục đích đầu tư,Công ty Cổ phần Vinhomes > Đặt cọc cho mục đích đầu tư,Đặt cọc cho mục đích đầu tư,273.485,-,273485.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp,,
Vincommerce,Vincommerce,Vincommerce,Vincommerce,Vincommerce,,
