row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019Triệu VND,2018Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019Triệu VND,numeric__2018Triệu VND
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
Tiền chỉ mua tài sản cố định và tài sản dài hạn khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền chỉ mua tài sản cố định và tài sản dài hạn khác,Tiền chỉ mua tài sản cố định và tài sản dài hạn khác,21,,(3.903.066),(1.160.329),21.0,,-3903066.0,-1160329.0
Tiền thu lại khoản đặt cọc cho mục đích đầu tư,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu lại khoản đặt cọc cho mục đích đầu tư,Tiền thu lại khoản đặt cọc cho mục đích đầu tư,21,,1.596.000,585.000,21.0,,1596000.0,585000.0
Tiền thu từ thanh lý tài sản cố định,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,,-,1.530,22.0,,,1530.0
Tiền chỉ cho vay và gửi tiền gửi có kỳ hạn,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền chỉ cho vay và gửi tiền gửi có kỳ hạn,Tiền chỉ cho vay và gửi tiền gửi có kỳ hạn,23,,(305.000),(50.000),23.0,,-305000.0,-50000.0
Tiền thu hồi cho vay và rút tiền gửi có kỳ hạn,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu hồi cho vay và rút tiền gửi có kỳ hạn,Tiền thu hồi cho vay và rút tiền gửi có kỳ hạn,24,,2.697.293,2.936.385,24.0,,2697293.0,2936385.0
Tiền chỉ đầu tư góp vốn vào đơn vị khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền chỉ đầu tư góp vốn vào đơn vị khác,Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,,(380.000),(1.000),25.0,,-380000.0,-1000.0
Tiền thu từ chuyển nhượng khoản đầu tư vào đơn vị khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu từ chuyển nhượng khoản đầu tư vào đơn vị khác,Tiền thu từ chuyển nhượng khoản đầu tư vào đơn vị khác,26,,1.000,100.000,26.0,,1000.0,100000.0
Tiền thu lãi tiền gửi và cổ tức,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,27,,3.335.094,1.420.256,27.0,,3335094.0,1420256.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,3.041.321,3.831.842,30.0,,3041321.0,3831842.0
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
Mua lại cố phiếu đã phát hành,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Mua lại cố phiếu đã phát hành,Mua lại cố phiếu đã phát hành,32,,(1.954.258),-,32.0,,-1954258.0,
Tiền chỉ trả nợ gốc vay,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,34,,-,(3.200.000),34.0,,,-3200000.0
