row_label_raw,row_label_full,Mã số,Chỉ tiêu,Năm nay,Năm trước,Chênh lệch,%,numeric__Chỉ tiêu,numeric__Năm nay,numeric__Năm trước,numeric__Chênh lệch,numeric__%
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,3.808.486,1.526.303,2.282.183,150%,,3808486.0,1526303.0,2282183.0,1.5
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,2.344.237,1.017.675,1.326.562,130%,,2344237.0,1017675.0,1326562.0,1.3
21,21,21,Doanh thu hoạt động tài chính,3.433.674,1.337.762,2.095.912,157%,,3433674.0,1337762.0,2095912.0,1.57
22,22,22,Chỉ phí tài chính,275.249,351.290,(76.041),-22%,,275249.0,351290.0,-76041.0,-0.22
25,25,25,Chỉ phí bán hàng,156.695,59.787,96.908,162%,,156695.0,59787.0,96908.0,1.62
26,26,26,Chỉ phí quản lý doanh nghiệp,96.375,40.959,55.416,135%,,96375.0,40959.0,55416.0,1.35
60,60,60,Lợi nhuận sau thuế TNDN,4.102.673,1.227.590,2.875.083,234%,,4102673.0,1227590.0,2875083.0,2.34
