row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,1/1/2019,1/1/2019_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__1/1/2019,numeric__1/1/2019_1
,,,Giá gốcTriệu VND,Số có khả năngtrả nợTriệu VND,Giá gốcTriệu VND,Số có khả năngtrả nợTriệu VND,,,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,,
Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,,,,
Retail Miền Nam,Công ty TNHH Vincom > Retail Miền Nam,Retail Miền Nam,19,19,404,404,19.0,19.0,404.0,404.0
Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,Công ty TNHH Vincom,,,,
Retail Miền Bắc,Công ty TNHH Vincom > Retail Miền Bắc,Retail Miền Bắc,3.385,3.385,267,267,3385.0,3385.0,267.0,267.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,
Tập đoàn Vingroup,Tập đoàn Vingroup,Tập đoàn Vingroup,Tập đoàn Vingroup,Tập đoàn Vingroup,Tập đoàn Vingroup,Tập đoàn Vingroup,,,,
– Công ty CP,Tập đoàn Vingroup > – Công ty CP,– Công ty CP,3.944,3.944,103.973,103.973,3944.0,3944.0,103973.0,103973.0
Công ty Cổ phần Vinhomes,Tập đoàn Vingroup > Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,32.933,32.933,233.894,233.894,32933.0,32933.0,233894.0,233894.0
Các bên liên quan khác,Tập đoàn Vingroup > Các bên liên quan khác,Các bên liên quan khác,15.009,15.009,10.636,10.636,15009.0,15009.0,10636.0,10636.0
,,,55.290,55.290,349.174,349.174,55290.0,55290.0,349174.0,349174.0
