row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019Triệu VND,1/1/2019Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019Triệu VND,numeric__1/1/2019Triệu VND
Tài sản dài hạn (\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn (\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn (\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),200,,23.670.937,22.716.754,200.0,,23670937.0,22716754.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.403.223,1.401.849,210.0,,1403223.0,1401849.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,7(b),1.400.000,1.400.000,215.0,,1400000.0,1400000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,3.223,1.849,216.0,,3223.0,1849.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,31.862,27.850,220.0,,31862.0,27850.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,10.264,3.686,221.0,12.0,10264.0,3686.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,13.054,5.088,222.0,,13054.0,5088.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(2.790),(1.402),223.0,,-2790.0,-1402.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,21.598,24.164,227.0,13.0,21598.0,24164.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,44.222,40.170,228.0,,44222.0,40170.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(22.624),(16.006),229.0,,-22624.0,-16006.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,14,4.268.587,2.858.866,230.0,14.0,4268587.0,2858866.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,4.692.049,3.145.230,231.0,,4692049.0,3145230.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(423.462),(286.364),232.0,,-423462.0,-286364.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,377.409,371.762,240.0,,377409.0,371762.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,15,377.409,371.762,242.0,15.0,377409.0,371762.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,16.942.609,17.469.885,250.0,,16942609.0,17469885.0
Dầu tư vào công ty con,Dầu tư vào công ty con,Dầu tư vào công ty con,251,5(a),12.579.789,12.199.789,251.0,,12579789.0,12199789.0
Dầu tư vào đơn vị khác,Dầu tư vào đơn vị khác,Dầu tư vào đơn vị khác,253,5(b),4.362.820,3.570.096,253.0,,4362820.0,3570096.0
Dầu tư nằm giữ đến ngày đáo hạn,Dầu tư nằm giữ đến ngày đáo hạn,Dầu tư nằm giữ đến ngày đáo hạn,255,5(c),-,1.700.000,255.0,,,1700000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,647.247,586.542,260.0,,647247.0,586542.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,16(b),50.247,30.542,261.0,,50247.0,30542.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,11,597.000,556.000,268.0,11.0,597000.0,556000.0
TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,29.035.719,29.555.326,270.0,,29035719.0,29555326.0
